School name,Cases among students and staff
"CHAPMAN EL",1
"CHARNOCK ROAD EL",1
"CHASE ST EEC",1
"CHASE ST EL",2
"CHATSWORTH CHS",8
"CHATSWORTH UP/CD MAG",2
"CHAVEZ EL",0
"CHAVEZ LA ARTES MAG",2
"CHAVEZ LA ASE",4
"CHAVEZ LA SJ HUM AC",3
"CHAVEZ LA TECH PREP",5
"CHEREMOYA AVE EL",0
"CHEVIOT HILLS HS",1
"CIENEGA EL",6
"CIMARRON AVE EL",4
"CITY OF ANGELS",11
"CITY TERRACE EL",1
"CLEVELAND CHS",12
"CLEVELAND EEC",0
"CLEVELAND INFANT CTR",0
"CLIFFORD ST M/T MAG",1
"CLINTON MS",0
"CLOVER AVE EL",1
"COCHRAN MS",1
"COEUR D ALENE AVE EL",3
"COHASSET ST EL",2
"COLDWATER CYN EL",3
"COLFAX CEL",2
"COLISEUM ST EL",2
"COLLINS EEC",1
"COLUMBUS AVE EL",7
"COLUMBUS MS",1
"COMMONWLTH AVE EL",2
"COMMUNITY EL MAG CS",1
"COMPTON AVE EL",2
"CONTRERAS LC ALC",3
"CONTRERAS LC BUS TR",4
"CONTRERAS LC GLBL ST",1
"CONTRERAS LC SOC JUS",5
"CORONA AVE EL",3
"CORTINES SCH OF VAPA",3
"COUGHLIN EL",6
"COWAN AVE EL",0
"CRENSHAW ARTS TECH",1
"CRENSHAW MAG STEMM",7
"CRESCENT HTS BL EEC",0
"CRESCENT HTS BL EL MG",3
"CRESTWOOD ST STEAM MG",6
"CRUZ EEC",0
"CURTISS MS",4
"DACOTAH EEC",1
"DAHLIA HTS EL",1
"DANA MS",11
"DANUBE AVE EL",1
"DARBY AVE EL",4
"DAYTON EEC",3
"DAYTON HEIGHTS EL",2
"DBM",5
"DE LA TORRE JR EL",5
"DEARBORN EL CA",7
"DEL AMO EL",1
"DEL OLMO EL",4
"DELEVAN DRIVE EL",0
"DENA EL",0
"DENKER AVE EL",8
"DIXIE CYN CC",3
"DODSON MS",16
"DOLORES ST EEC",1
"DOLORES ST EL",6
"DOMINGUEZ EL",4
"DORRIS PLACE EL",2
"DORSEY SH",4
"DREW MS",3
"DREW MS UP PBLC SRVC",2
"DYER ST EL",9
"DYMALLY SH",5
"EAGLE ROCK EL",4
"EAGLE ROCK HS",5
"EAGLE TREE CONTN HS",0
"EARHART HS",1
"EARLY COLLEGE ACAD",0
"EAST VALLEY SH",3
"EASTMAN AVE EEC",1
"EASTMAN AVE EL",0
"EDISON MS",3
"EINSTEIN HS",1
"EL DORADO AVE EL",7
"EL ORO WAY CES",6
"EL SERENO EEC",0
"EL SERENO EL",1
"EL SERENO MS",1
"ELA OCC CTR",1
"ELEMENTARY CDS",0
"ELIZABETH LC",4
"ELLINGTON HS",0
"ELYSIAN HTS ARTS MAG",0
"EMELITA ST EL",4
"EMERSON CC",1
"ENADIA WAY",1
"ENCINO CEL",2
"ERWIN EL",5
"ESCALANTE EEC",1
"ESCALANTE EL",5
"ESCUTIA PC",0
"ESHELMAN AVE EL",3
"ESPERANZA EL",7
"ESTRELLA EEC",0
"ESTRELLA EL",1
"EUCLID AVE EL",6
"EVANS CAS",1
"EVERGREEN AVE EEC",1
"EVERGREEN AVE EL",6
"EVERGREEN HS",1
"FAIR AVE EEC",0
"FAIR AVE EL",8
"FAIRBURN AVE EL",2
"FAIRFAX SH",6
"FARMDALE EL",0
"FERNANGELES EL",3
"FIGUEROA ST EL",5
"FISHBURN AVE EL",0
"FLEMING MS",11
"FLETCHER DR EL",0
"FLORENCE AVE EL",4
"FLOURNOY EL",1
"FORD BLVD EL",8
"FOSHAY LC",1
"FRANKLIN AVE EL",1
"FRANKLIN HS",5
"FREMONT SH",5
"FRIEDMAN OCC CTR",2
"FRIES AVE EL",0
"FROST MS",15
"FULLBRIGHT AVE EL",0
"FULTON COLLEGE PREP",8
"GAGE MS",6
"GAL KING SCH FOR STEM",0
"GARCETTI LA",2
"GARDEN GROVE EL",5
"GARDENA EEC",3
"GARDENA EL",0
"GARDENA SH",8
"GARDNER ST EL",3
"GARFIELD SH",6
"GARVANZA EL T/L MAG",0
"GARZA PC",0
"GATES ST EEC",0
"GATES ST EL",0
"GAULT ST EL",2
"GERMAIN ACAD AA",0
"GLASSELL PARK EEC",0
"GLASSELL PK STEAM MAG",1
"GLEDHILL ST EEC",0
"GLEDHILL ST EL",3
"GLEN ALTA EL",2
"GLENFELIZ BLVD EEC",0
"GLENFELIZ BLVD EL",3
"GLENWOOD EL",3
"GOMPERS MS",2
"GOMPERS MS UP MED MAG",2
"GRAHAM EEC",0
"GRAHAM EL",10
"GRANADA EL",4
"GRANADA HILLS CHT",0
"GRAND VW BL EL",3
"GRANT EEC",0
"GRANT EL",16
"GRANT SH",11
"GRAPE ST EL",5
"GRATTS EEC",0
"GRATTS LA FOR YS",7
"GREY HS",0
"GRIDLEY ST EL",4
"GRIFFIN AVE EL",0
"GRIFFITH JOYNER EL",2
"GRIFFITH MS STEAM MG",2
"GULF AVE EL",4
"HADDON AVE EEC",0
"HADDON AVE EL",2
"HALE CA",8
"HALLDALE EL",15
"HAMASAKI MED/SCI MAG",1
"HAMILTON SH",11
"HAMLIN CA",5
"HANCOCK PARK EL",1
"HARBOR CITY EL",5
"HARBOR OCC CTR",2
"HARDING ST EL",7
"HARMONY EL",13
"HARRISON ST EL",2
"HART ST EL",1
"HARTE PREP MS",3
"HARVARD EL",0
"HASKELL EL STEAM MAG",2
"HAWAIIAN AVE EEC",4
"HAWAIIAN AVE EL",5
"HAWKINS SH C/DAGS",9
"HAWKINS SH CHAS",0
"HAWKINS SH RISE",0
"HAYNES CES",3
"HAZELTINE AVE EL",2
"HELIOTROPE AVE EL",3
"HENRY MS",11
"HERRICK AVE EL",3
"HESBY OAKS LEAD CHTR",2
"HIGHLAND PARK HS",0
"HILLCREST DR EL",4
"HILLSIDE EL",0
"HOBART BLVD EEC",1
"HOBART BLVD EL",1
"HOLLENBECK MS",1
"HOLLYWOOD EL",1
"HOLLYWOOD SH",8
"HOLMES AVE EEC",1
"HOLMES AVE EL",0
"HOLMES MS",12
"HOOPER AVE EEC",1
"HOOPER AVE EL",9
"HOOPER AVE PC",1
"HOOVER ST EL",2
"HOPE HS",0
"HOPE ST EL",0
"HUBBARD ST EL",8
"HUERTA EL",4
"HUGHES EL",2
"HUMPHREYS AVE EL",2
"HUNTINGTON DR EL",1
"HUNTNGTN PK EL",3
"HUNTNGTN PK SH",4
"HYDE PARK EEC",0
"INDEPENDENCE EL",5
"INDEPENDENCE HS",2
"INTERNATIONAL ST LC",5
"IRVING MS MME MAG",10
"ISAACS AVALON HS",0
"IVANHOE EL",2
"JEFFERSON SH",2
"JOHNSON STEM ACADEMY",0
"JONES EL",3
"JONES PC",0
"JORDAN SH",5
"JUSTICE ST ACAD CHTR",3
"KAHLO HS",1
"KENNEDY EL",0
"KENNEDY SH",14
"KENTER CANYON EC",1
"KENTWOOD EEC",0
"KENTWOOD EL",0
"KESTER AVE EL",3
"KIM ACADEMY",4
"KIM EL",1
"KING JR EL",2
"KING MS MAG FLM/MDIA",9
"KING-DREW SH MD/S MG",5
"KINGSLEY EL",3
"KITTRIDGE ST EL",3
"KNOLLWOOD PREP ACAD",2
"KNOX EL",4
"KORENSTEIN EL",0
"LA SALLE AVE EL",1
"LACES MAG",4
"LAFAYETTE PARK PC",1
"LAKE BALBOA CP K-12",7
"LAKE ST PRIMARY",2
"LANAI RD EL",5
"LANE EL",2
"LANGDON AVE EL",9
"LANKERSHIM EL",4
"LASSEN EL",2
"LATONA AVE EL",2
"LAUREL CACT MAG",1
"LAUREL EEC",0
"LAWRENCE MS",7
"LAWSON ACAD A/M/S EL",4
"LE CONTE MS",2
"LEAPWOOD EL",2
"LEE EL MED HLTH MAG",1
"LEGACY SH STEAM",4
"LEGACY SH VAPA",1
"LEICHMAN CPTC",1
"LELAND ST EL",3
"LEMAY ST EEC",0
"LEMAY ST EL",3
"LEWIS HS",1
"LEXINGTON AVE PC",0
"LIBERTY BLVD EL",0
"LIECHTY MS",3
"LIGGETT ST EL",3
"LILLIAN ST EL",1
"LIMERICK AVE EL",7
"LINCOLN SH",3
"LIZARRAGA EL",3
"LOCKE EEC",0
"LOCKE INFANT",0
"LOCKHURST DR CEL",3
"LOCKWOOD AVE EL",2
"LOGAN ACADEMY",0
"LOGAN ST EEC",0
"LOKRANTZ SP ED CTR",0
"LOMA VISTA EL",5
"LOMITA EL M/S/T MAG",9
"LONDON HS",1
"LORENA ST EL",3
"LORETO ST EL",2
"LORNE ST EL",3
"LOS ANGELES ACAD MS",4
"LOS ANGELES EL",0
"LOS ANGELES SH",2
"LOS ANGELES TECH CTR",1
"LOS FELIZ STEMM MAG",6
"LOWMAN SP ED & CTC",1
"LOYOLA VILLG EL F/PAM",3
"MACARTHUR PK EL VAPA",2
"MACES MAG",7
"MACK EL",1
"MACLAY MS",3
"MADISON EL",2
"MADISON MS",3
"MAGNOLIA AVE EL",2
"MAGNOLIA SCI ACAD #2",1
"MAGNOLIA SCI ACAD #4",0
"MAGNOLIA SCI-BELL@SR",1
"MAIN ST EL",1
"MALABAR ST EL",4
"MANCHESTER AVE EL",6
"MANHATTAN PLACE EL",4
"MANN UCLA COMM SCH",4
"MANUAL ARTS SH",5
"MAPLE PC",2
"MAR VISTA EL",2
"MARIANNA AVE EL",1
"MARINA DEL REY MS",3
"MARINA EEC",0
"MARIPOSA-NABI PC",1
"MARK TWAIN MS",3
"MARKHAM MS",3
"MARLTON SCHOOL",0
"MARQUEZ CHARTER",2
"MARQUEZ SH HPIAM",3
"MARQUEZ SH LIBRA",5
"MARQUEZ SH SOC JUS",2
"MARSHALL SH",6
"MARVIN EEC",1
"MARVIN EL",3
"MAYALL ST AC A/T MAG",5
"MAYBERRY ST EL",2
"MAYWOOD ACADEMY SH",2
"MAYWOOD EL",2
"MCALISTER HS CYESIS",0
"MCAULIFFE EEC",1
"MCBRIDE SP ED CTR",0
"MCKINLEY AVE EL",3
"MELROSE AVE EL M/S MG",0
"MELVIN AVE EL",1
"MENDEZ SH",4
"MENLO AVE EL",1
"MERIDIAN EEC",1
"METROPOLITAN HS",0
"MEYLER ST EL",0
"MICHELTORENA ST EL",1
"MID-CITY PSES MAG",0
"MIDDLE COLLEGE HS",2
"MIDDLETON ST EL",1
"MIDDLETON ST PC",1
"MIKES EEC",0
"MILES AVE EEC",1
"MILES AVE EL",2
"MILLER CTC",0
"MILLER EL",9
"MILLIKAN MS AC & PAM",5
"MIRAMONTE EEC",0
"MIRAMONTE EL",5
"MISSION HS",0
"MONETA HS",0
"MONLUX EL",5
"MONROE SH",11
"MONTARA AVE EL",2
"MONTE VISTA EEC",2
"MONTE VISTA ST EL",2
"MONTEREY HS",0
"MOORE M/S/T ACAD",2
"MORNINGSIDE EL",3
"MOSK EL",0
"MOUNT GLEASON MS",2
"MOUNTAIN VIEW EL",4
"MT LUKENS HS",1
"MT WASHINGTON EL",0
"MUIR MS",5
"MULHOLLAND MS",8
"MULTNOMAH ST EL",0
"MURCHISON EEC",0
"MURCHISON ST EL",1
"NAPA ST EL",4
"NARBONNE SH",8
"NARBONNE SH HARTS LA",1
"NAVA COLLEGE PREP",1
"NAVA LEARNING ACADEMY",1
"NESTLE AVE CHARTER",1
"NEVADA AVE EL",4
"NEVIN AVE EL",2
"NEW ACAD CANOGA PARK",1
"NEWCASTLE EL",5
"NEWMARK HS",0
"NIGHTINGALE MS",1
"NIMITZ MS",9
"NO HOLLYWD SH",14
"NOBEL CMS",13
"NOBLE AVE EEC",1
"NOBLE AVE EL",6
"NORMANDIE AVE EEC",0
"NORMANDIE AVE EL",3
"NORMONT EEC",1
"NORMONT EL",13
"NORTH VALLEY OCC CTR",2
"NORTHRIDGE ACAD SH",5
"NORTHRIDGE EEC",0
"NORTHRIDGE MS",5
"NORWOOD ST EL",1
"NUEVA VISTA EL",5
"OBAMA EL",3
"OBAMA GLBL PREP ACAD",6
"OCHOA LC",10
"ODYSSEY HS",0
"OLIVE VISTA MS",6
"OLYMPIC PC",1
"O'MELVENY EL",0
"OPEN CHARTER MAG",2
"ORCHARD ACADEMIES 2B",4
"ORCHARD ACADEMIES 2C",1
"ORTHOPAEDIC HSP SH MG",2
"OSCEOLA ST EL",1
"OVERLAND AVE EL",6
"OWENSMOUTH HS",1
"OXNARD ST EL",2
"PACIFIC BLVD SCHOOL",5
"PACOIMA EEC",0
"PACOIMA MS",3
"PALISADES CEL",1
"PALISADES CHS",0
"PALMS EL",0
"PALMS MS",6
"PANORAMA CITY EL",3
"PANORAMA SH",6
"PARK AVE EL",1
"PARK WESTERN EEC",0
"PARK WSTN PL EL",7
"PARKS LC",7
"PARKS/HUERTA EEC",0
"PARMELEE AVE EL",2
"PARTHENIA AC ART TEC",6
"PASEO DEL REY EL MAG",1
"PATTON HS",0
"PEARL SH JRNLS/CMM MG",0
"PEARY MS",8
"PEREZ SP ED CTR",0
"PHOENIX HS",0
"PINEWOOD AVE EEC",0
"PINEWOOD AVE EL",2
"PIO PICO MS",2
"PLAINVIEW ACADEMC CA",3
"PLASENCIA EL",8
"PLAYA DEL REY EL",0
"PLAYA VISTA EL",0
"PLUMMER EL",4
"POINDEXTER LAMOTTE EL",1
"POLITI EL",3
"POLYTECHNIC SH",8
"POMELO COMMUNITY CS",2
"PORTER MS",7
"PORTER RANCH SCHOOL",6
"PORTOLA CM",5
"PRESIDENT AVE EL",1
"PRIMARY ACADEMY",2
"PT FERMIN EL MR/S MG",2
"PUEBLO DE LA HS",0
"PURCHE AVE EL",1
"QUEEN ANNE PL EL",2
"RAMONA EL",2
"RAMONA HS",0
"RAMONA INFANT",2
"RANCHITO AVE EL",2
"RANCHO DOMNGZ PREP",7
"RAYMOND AVE EL",7
"REED MS",7
"REGIONAL SH IDTE MAG",0
"RESEDA CHARTER HS",13
"RESEDA EL",5
"REVERE CMS",16
"RFK AMBSDR GLBL EDU",0
"RFK AMBSDR GLBL LDSH",3
"RFK LA SH ARTS",2
"RFK NEW OPEN WLD",3
"RFK SCH VIS ARTS/HUM",5
"RFK UCLA COMM SCH",5
"RICHLAND AVE EL",0
"RIDE EL SMART ACAD",4
"RILEY HS CYESIS",0
"RIO VISTA EL",1
"RIORDAN PC",3
"RITTER EL",9
"RIVERA LC COM & TECH",0
"RIVERA LC GD STEAM AC",6
"RIVERA LC PERF ARTS",3
"RIVERA LC PUB SRV",7
"RIVERSIDE DR CS",3
"ROBERTI EEC",1
"ROCKDALE VAPA MAG",3
"RODIA HS",2
"ROGERS HS",1
"ROMER MS",1
"ROOSEVELT INFANT",0
"ROOSEVELT SH",4
"ROOSEVELT SH STM MAG",1
"ROSCOE EL",3
"ROSCOMARE RD EL",7
"ROSEMONT AVE EEC",0
"ROSEMONT AVE EL",3
"ROSEWOOD UP/UD MAG",0
"ROWAN AVE EL",0
"ROYBAL LC",7
"ROYBAL-ALLARD EL",1
"RUSSELL EL",5
"SALVIN SP ED CTR",0
"SAN ANTONIO EL",3
"SAN ANTONIO HS",0
"SAN FERNANDO EEC",0
"SAN FERNANDO EL",2
"SAN FERNANDO MS",6
"SAN FERNANDO MS IAM",2
"SAN FERNANDO SH",7
"SAN GABRIEL AVE EL",0
"SAN JOSE ST EL",2
"SAN MIGUEL EL",8
"SAN PASCUAL STEAM MG",1
"SAN PEDRO SH",19
"SAN PEDRO ST EL",1
"SANTA MONICA BLVD CO",0
"SANTANA ART AC",4
"SANTEE EC",9
"SATICOY EL",4
"SATURN ST EL",1
"SCIENCE AC STEM MAG",1
"SECONDARY CDS",0
"SELMA AVE EL",0
"SENDAK EL",4
"SEPULVEDA MS",6
"SERRANIA AVE CES",6
"SHARP AVE EL",1
"SHENANDOAH ST EEC",0
"SHENANDOAH ST EL",3
"SHERIDAN ST EL",1
"SHERMAN OAKS EL CS",2
"SHIRLEY AVE EL",2
"SHORT AVE EL",2
"SIERRA PARK EL",3
"SIERRA VISTA EL",0
"SLAWSON OCC CTR",3
"SOCES MAG",19
"SOLANO AVE EL",2
"SOLIS LA",1
"SOTO ST EL",0
"SOTOMAYOR ART/SCI MAG",1
"SOUTH EAST SH",5
"SOUTH GATE MS",5
"SOUTH GATE SH",10
"SOUTH PARK EL",5
"SOUTH SHORES EL PA MG",4
"SOUTHEAST MS",8
"STAGG ST EL",10
"STANFORD AVE EL",5
"STANFORD AVE PC",1
"STATE ST EEC",0
"STATE ST EL",1
"STERRY EL",1
"STEVENSON CCP",3
"STONEHURST STEAM MAG",3
"STONER AVE EL",3
"STONEY POINT HS",0
"STRATHERN ST EL",3
"SUN VALLEY MAG ET",4
"SUNLAND EL",4
"SUNNY BRAE AVE EL",8
"SUNRISE EL",6
"SUPERIOR ST EL",1
"SUTTER MS",4
"SYLMAR ACAD BH/E MAG",1
"SYLMAR CHS",10
"SYLMAR EL",5
"SYLMAR LDSHP ACAD",10
"SYLVAN PARK EEC",0
"SYLVAN PARK EL",0
"TAFT CHS",14
"TAPER AVE EL",10
"TARZANA EL",0
"TELFAIR AVE EEC",0
"TELFAIR AVE EL",6
"THOREAU HS",1
"TOLAND WAY EL",3
"TOLUCA LAKE EEC",0
"TOLUCA LAKE EL",6
"TOPANGA EL CS",2
"TOPEKA DR CAS",4
"TORRES ELA PA MAG",1
"TORRES ENG & TECH",0
"TORRES HS SJLA MAG",1
"TORRES HUM/ART/TECH",2
"TORRES RENAISSANCE",0
"TOWNE AVE EL",2
"TRINITY EEC",0
"TRINITY ST EL",0
"TULSA ST EL",6
"TWEEDY EL",0
"UNION AVE EL",1
"UNIVERSITY HS CHARTER",6
"UTAH ST EL",10
"VALERIO ST EL",2
"VALLEY ACAD ARTS/SCI",2
"VALLEY VIEW EL",0
"VAN DEENE AVE EL",6
"VAN GOGH CHTR",2
"VAN NESS AVE EL",0
"VAN NUYS EL",1
"VAN NUYS MS",1
"VAN NUYS SH",9
"VANALDEN AVE EEC",0
"VANALDEN AVE EL",1
"VAUGHN EEC",0
"VENA AVE EL",5
"VENICE SH",3
"VENICE SKILLS CENTER",0
"VERDGO HLS SH",3
"VERMONT AVE EL",4
"VERNON CITY EL",1
"VICTORIA AVE EL",3
"VICTORY BLVD EL",3
"VIEW PARK CONTN HS",1
"VINE ST EEC",0
"VINE ST EL",1
"VINEDALE COLLEGE PRP",0
"VINTAGE EL M/S/T MAG",6
"VIRGIL MS",9
"VIRGINIA RD EL",0
"VISTA DEL VALLE ACAD",1
"VISTA MS",7
"VLADOVIC HARBOR TPA",3
"VOCES MAG",5
"WADSWORTH AVE EEC",0
"WADSWORTH AVE EL",3
"WALGROVE AVE EL",2
"WALNUT PARK EL",0
"WALNUT PARK MS SJ/SL",0
"WALNUT PARK MS STEM",0
"WARNER AVE EL",2
"WASHINGTON PC",1
"WASHINGTON PREP SH",2
"WATERS EMP PREP CTR",2
"WEBSTER MS",3
"WEEMES EL",3
"WEIGAND AVE EL",2
"WELBY WAY CEL",0
"WESM HLTH/SPORTS MED",8
"WEST ADAMS PREP SH",3
"WEST ATHENS EL",1
"WEST HOLLYWOOD EL",0
"WEST VALLEY OCC CTR",1
"WEST VERNON AVE EL",5
"WESTERN AV TECH MAG",3
"WESTMINSTER AVE EEC",1
"WESTMINSTER MTES MAG",2
"WESTPORT HTS EL",6
"WESTSIDE GLBL AWR MAG",4
"WESTWOOD CEL",3
"WHITE EL",1
"WHITE MS",11
"WHITE POINT EL",3
"WHITMAN HS",0
"WIDNEY CPTC",3
"WILBUR CEA",10
"WILLENBERG SP ED CTR",0
"WILLOW EL",3
"WILMINGTON EEC",0
"WILMINGTON PARK EL",9
"WILMINGTON STEAM MAG",12
"WILSHIRE CREST EL",2
"WILSHIRE PARK EL",1
"WILSON SH",4
"WILSON-LINCOLN CAS",0
"WILTON PL EEC",0
"WILTON PL EL",0
"WINDSOR HILLS EL MAG",3
"WINNETKA AVE EL",3
"WISDOM EL",7
"WONDERLAND AVE EL",3
"WOODCREST EL",2
"WOODEN HS",0
"WOODLAKE ECC",6
"WOODLAND HILLS ACAD",4
"WOODLAND HILLS CES",5
"WOODLAWN AVE EL",4
"WRIGHT ENG DES MAG",3
"YES ACADEMY",1
"YORKDALE EL",2
"YOUNG HS",1
"YTH OPP UNLTD ALT HS",0
