School name,Cases among students and staff
"EL SERENO EEC",0
"EL SERENO EL",1
"EL SERENO MS",2
"ELA OCC CTR",0
"ELEMENTARY CDS",0
"ELIZABETH LC",3
"ELLINGTON HS",0
"ELYSIAN HTS ARTS MAG",1
"EMELITA ST EL",1
"EMERSON CC",0
"ENADIA WAY",1
"ENCINO CEL",2
"ERWIN EL",4
"ESCALANTE EEC",2
"ESCALANTE EL",3
"ESCUTIA PC",3
"ESHELMAN AVE EL",2
"ESPERANZA EL",8
"ESTRELLA EEC",0
"ESTRELLA EL",1
"EUCLID AVE EL",1
"EVANS CAS",1
"EVERGREEN AVE EEC",0
"EVERGREEN AVE EL",2
"EVERGREEN HS",0
"FAIR AVE EEC",0
"FAIR AVE EL",5
"FAIRBURN AVE EL",4
"FAIRFAX SH",5
"FARMDALE EL",2
"FERNANGELES EL",2
"FIGUEROA ST EL",2
"FISHBURN AVE EL",0
"FLEMING MS",6
"FLETCHER DR EL",0
"FLORENCE AVE EL",4
"FLOURNOY EL",2
"FORD BLVD EL",7
"FOSHAY LC",0
"FRANKLIN AVE EL",0
"FRANKLIN HS",3
"FREMONT SH",4
"FRIEDMAN OCC CTR",3
"FRIES AVE EL",0
"FROST MS",9
"FULLBRIGHT AVE EL",1
"FULTON COLLEGE PREP",5
"GAGE MS",6
"GAL KING SCH FOR STEM",0
"GARCETTI LA",2
"GARDEN GROVE EL",1
"GARDENA EEC",4
"GARDENA EL",0
"GARDENA SH",7
"GARDNER ST EL",3
"GARFIELD SH",8
"GARVANZA EL T/L MAG",0
"GARZA PC",1
"GATES ST EEC",0
"GATES ST EL",0
"GAULT ST EL",1
"GERMAIN ACAD AA",2
"GLASSELL PARK EEC",0
"GLASSELL PK STEAM MAG",1
"GLEDHILL ST EEC",1
"GLEDHILL ST EL",2
"GLEN ALTA EL",1
"GLENFELIZ BLVD EEC",0
"GLENFELIZ BLVD EL",2
"GLENWOOD EL",4
"GOMPERS MS",3
"GOMPERS MS UP MED MAG",2
"GRAHAM EEC",0
"GRAHAM EL",4
"GRANADA EL",5
"GRANADA HILLS CHT",0
"GRAND VW BL EL",0
"GRANT EEC",0
"GRANT EL",9
"GRANT SH",11
"GRAPE ST EL",5
"GRATTS EEC",0
"GRATTS LA FOR YS",1
"GREY HS",0
"GRIDLEY ST EL",3
"GRIFFIN AVE EL",0
"GRIFFITH JOYNER EL",3
"GRIFFITH MS STEAM MG",1
"GULF AVE EL",6
"HADDON AVE EEC",0
"HADDON AVE EL",3
"HALE CA",2
"HALLDALE EL",15
"HAMASAKI MED/SCI MAG",1
"HAMILTON SH",6
"HAMLIN CA",6
"HANCOCK PARK EL",0
"HARBOR CITY EL",2
"HARBOR OCC CTR",0
"HARDING ST EL",4
"HARMONY EL",2
"HARRISON ST EL",2
"HART ST EL",1
"HARTE PREP MS",1
"HARVARD EL",0
"HASKELL EL STEAM MAG",4
"HAWAIIAN AVE EEC",4
"HAWAIIAN AVE EL",5
"HAWKINS SH C/DAGS",5
"HAWKINS SH CHAS",0
"HAWKINS SH RISE",0
"HAYNES CES",2
"HAZELTINE AVE EL",1
"HELIOTROPE AVE EL",3
"HENRY MS",9
"HERRICK AVE EL",1
"HESBY OAKS LEAD CHTR",0
"HIGHLAND PARK HS",0
"HILLCREST DR EL",7
"HILLSIDE EL",0
"HOBART BLVD EEC",2
"HOBART BLVD EL",0
"HOLLENBECK MS",5
"HOLLYWOOD EL",1
"HOLLYWOOD SH",4
"HOLMES AVE EEC",0
"HOLMES AVE EL",0
"HOLMES MS",4
"HOOPER AVE EEC",1
"HOOPER AVE EL",3
"HOOPER AVE PC",2
"HOOVER ST EL",5
"HOPE HS",0
"HOPE ST EL",2
"HUBBARD ST EL",7
"HUERTA EL",2
"HUGHES EL",1
"HUMPHREYS AVE EL",4
"HUNTINGTON DR EL",1
"HUNTNGTN PK EL",3
"HUNTNGTN PK SH",4
"HYDE PARK EEC",0
"INDEPENDENCE EL",3
"INDEPENDENCE HS",0
"INTERNATIONAL ST LC",5
"IRVING MS MME MAG",5
"ISAACS AVALON HS",0
"IVANHOE EL",2
"JEFFERSON SH",2
"JOHNSON STEM ACADEMY",1
"JONES EL",3
"JONES PC",0
"JORDAN SH",2
"JUSTICE ST ACAD CHTR",2
"KAHLO HS",1
"KENNEDY EL",0
"KENNEDY SH",13
"KENTER CANYON EC",1
"KENTWOOD EEC",0
"KENTWOOD EL",1
"KESTER AVE EL",0
"KIM ACADEMY",5
"KIM EL",4
"KING JR EL",1
"KING MS MAG FLM/MDIA",5
"KING-DREW SH MD/S MG",5
"KINGSLEY EL",3
"KITTRIDGE ST EL",3
"KNOLLWOOD PREP ACAD",1
"KNOX EL",3
"KORENSTEIN EL",0
"LA SALLE AVE EL",1
"LACES MAG",4
"LAFAYETTE PARK PC",0
"LAKE BALBOA CP K-12",6
"LAKE ST PRIMARY",0
"LANAI RD EL",2
"LANE EL",1
"LANGDON AVE EL",2
"LANKERSHIM EL",5
"LASSEN EL",1
"LATONA AVE EL",3
"LAUREL CACT MAG",0
"LAUREL EEC",0
"LAWRENCE MS",6
"LAWSON ACAD A/M/S EL",3
"LE CONTE MS",0
"LEAPWOOD EL",5
"LEE EL MED HLTH MAG",2
"LEGACY SH STEAM",5
"LEGACY SH VAPA",0
"LEICHMAN CPTC",0
"LELAND ST EL",2
"LEMAY ST EEC",0
"LEMAY ST EL",1
"LEWIS HS",1
"LEXINGTON AVE PC",1
"LIBERTY BLVD EL",1
"LIECHTY MS",2
"LIGGETT ST EL",1
"LILLIAN ST EL",0
"LIMERICK AVE EL",4
"LINCOLN SH",4
"LIZARRAGA EL",5
"LOCKE EEC",0
"LOCKE INFANT",0
"LOCKHURST DR CEL",2
"LOCKWOOD AVE EL",1
"LOGAN ACADEMY",1
"LOGAN ST EEC",0
"LOKRANTZ SP ED CTR",0
"LOMA VISTA EL",2
"LOMITA EL M/S/T MAG",7
"LONDON HS",1
"LORENA ST EL",2
"LORETO ST EL",0
"LORNE ST EL",3
"LOS ANGELES ACAD MS",7
"LOS ANGELES EL",0
"LOS ANGELES SH",0
"LOS ANGELES TECH CTR",1
"LOS FELIZ STEMM MAG",4
"LOWMAN SP ED & CTC",1
"LOYOLA VILLG EL F/PAM",2
"MACARTHUR PK EL VAPA",2
"MACES MAG",7
"MACK EL",1
"MACLAY MS",1
"MADISON EL",5
"MADISON MS",5
"MAGNOLIA AVE EL",1
"MAGNOLIA SCI ACAD #2",0
"MAGNOLIA SCI ACAD #4",0
"MAGNOLIA SCI-BELL@SR",0
"MAIN ST EL",1
"MALABAR ST EL",2
"MANCHESTER AVE EL",6
"MANHATTAN PLACE EL",4
"MANN UCLA COMM SCH",3
"MANUAL ARTS SH",7
"MAPLE PC",1
"MAR VISTA EL",1
"MARIANNA AVE EL",1
"MARINA DEL REY MS",0
"MARINA EEC",0
"MARIPOSA-NABI PC",1
"MARK TWAIN MS",3
"MARKHAM MS",6
"MARLTON SCHOOL",0
"MARQUEZ CHARTER",1
"MARQUEZ SH HPIAM",2
"MARQUEZ SH LIBRA",5
"MARQUEZ SH SOC JUS",1
"MARSHALL SH",4
"MARVIN EEC",0
"MARVIN EL",2
"MAYALL ST AC A/T MAG",9
"MAYBERRY ST EL",2
"MAYWOOD ACADEMY SH",1
"MAYWOOD EL",2
"MCALISTER HS CYESIS",0
"MCAULIFFE EEC",0
"MCBRIDE SP ED CTR",0
"MCKINLEY AVE EL",2
"MELROSE AVE EL M/S MG",0
"MELVIN AVE EL",0
"MENDEZ SH",4
"MENLO AVE EL",3
"MERIDIAN EEC",0
"METROPOLITAN HS",0
"MEYLER ST EL",1
"MICHELTORENA ST EL",1
"MID-CITY PSES MAG",0
"MIDDLE COLLEGE HS",1
"MIDDLETON ST EL",1
"MIDDLETON ST PC",0
"MIKES EEC",0
"MILES AVE EEC",1
"MILES AVE EL",0
"MILLER CTC",1
"MILLER EL",10
"MILLIKAN MS AC & PAM",10
"MIRAMONTE EEC",0
"MIRAMONTE EL",5
"MISSION HS",0
"MONETA HS",0
"MONLUX EL",5
"MONROE SH",10
"MONTARA AVE EL",3
"MONTE VISTA EEC",2
"MONTE VISTA ST EL",0
"MONTEREY HS",0
"MOORE M/S/T ACAD",0
"MORNINGSIDE EL",2
"MOSK EL",1
"MOUNT GLEASON MS",2
"MOUNTAIN VIEW EL",2
"MT LUKENS HS",0
"MT WASHINGTON EL",0
"MUIR MS",4
"MULHOLLAND MS",5
"MULTNOMAH ST EL",0
"MURCHISON EEC",0
"MURCHISON ST EL",0
"NAPA ST EL",4
"NARBONNE SH",3
"NARBONNE SH HARTS LA",2
"NAVA COLLEGE PREP",2
"NAVA LEARNING ACADEMY",1
"NESTLE AVE CHARTER",1
"NEVADA AVE EL",2
"NEVIN AVE EL",2
"NEW ACAD CANOGA PARK",1
"NEWCASTLE EL",1
"NEWMARK HS",0
"NIGHTINGALE MS",1
"NIMITZ MS",4
"NO HOLLYWD SH",15
"NOBEL CMS",10
"NOBLE AVE EEC",2
"NOBLE AVE EL",9
"NORMANDIE AVE EEC",0
"NORMANDIE AVE EL",3
"NORMONT EEC",1
"NORMONT EL",13
"NORTH VALLEY OCC CTR",2
"NORTHRIDGE ACAD SH",3
"NORTHRIDGE EEC",0
"NORTHRIDGE MS",2
"NORWOOD ST EL",0
"NUEVA VISTA EL",6
"OBAMA EL",0
"OBAMA GLBL PREP ACAD",4
"OCHOA LC",3
"ODYSSEY HS",0
"OLIVE VISTA MS",4
"OLYMPIC PC",0
"O'MELVENY EL",1
"OPEN CHARTER MAG",3
"ORCHARD ACADEMIES 2B",2
"ORCHARD ACADEMIES 2C",1
"ORTHOPAEDIC HSP SH MG",2
"OSCEOLA ST EL",1
"OVERLAND AVE EL",0
"OWENSMOUTH HS",0
"OXNARD ST EL",2
"PACIFIC BLVD SCHOOL",4
"PACOIMA EEC",1
"PACOIMA MS",2
"PALISADES CEL",1
"PALISADES CHS",0
"PALMS EL",1
"PALMS MS",4
"PANORAMA CITY EL",3
"PANORAMA SH",2
"PARK AVE EL",3
"PARK WESTERN EEC",0
"PARK WSTN PL EL",5
"PARKS LC",0
"PARKS/HUERTA EEC",0
"PARMELEE AVE EL",9
"PARTHENIA AC ART TEC",3
"PASEO DEL REY EL MAG",1
"PATTON HS",0
"PEARL SH JRNLS/CMM MG",0
"PEARY MS",4
"PEREZ SP ED CTR",0
"PHOENIX HS",0
"PINEWOOD AVE EEC",0
"PINEWOOD AVE EL",2
"PIO PICO MS",1
"PLAINVIEW ACADEMC CA",5
"PLASENCIA EL",5
"PLAYA DEL REY EL",0
"PLAYA VISTA EL",1
"PLUMMER EL",2
"POINDEXTER LAMOTTE EL",0
"POLITI EL",3
"POLYTECHNIC SH",13
"POMELO COMMUNITY CS",3
"PORTER MS",3
"PORTER RANCH SCHOOL",4
"PORTOLA CM",10
"PRESIDENT AVE EL",0
"PRIMARY ACADEMY",1
"PT FERMIN EL MR/S MG",7
"PUEBLO DE LA HS",0
"PURCHE AVE EL",0
"QUEEN ANNE PL EL",1
"RAMONA EL",1
"RAMONA HS",0
"RAMONA INFANT",2
"RANCHITO AVE EL",3
"RANCHO DOMNGZ PREP",7
"RAYMOND AVE EL",8
"REED MS",9
"REGIONAL SH IDTE MAG",0
"RESEDA CHARTER HS",12
"RESEDA EL",6
"REVERE CMS",7
"RFK AMBSDR GLBL EDU",0
"RFK AMBSDR GLBL LDSH",1
"RFK LA SH ARTS",2
"RFK NEW OPEN WLD",0
"RFK SCH VIS ARTS/HUM",1
"RFK UCLA COMM SCH",1
"RICHLAND AVE EL",0
"RIDE EL SMART ACAD",3
"RILEY HS CYESIS",0
"RIO VISTA EL",0
"RIORDAN PC",1
"RITTER EL",5
"RIVERA LC COM & TECH",0
"RIVERA LC GD STEAM AC",4
"RIVERA LC PERF ARTS",2
"RIVERA LC PUB SRV",5
"RIVERSIDE DR CS",4
"ROBERTI EEC",0
"ROCKDALE VAPA MAG",3
"RODIA HS",2
"ROGERS HS",0
"ROMER MS",4
"ROOSEVELT INFANT",0
"ROOSEVELT SH",2
"ROOSEVELT SH STM MAG",1
"ROSCOE EL",2
"ROSCOMARE RD EL",4
"ROSEMONT AVE EEC",0
"ROSEMONT AVE EL",0
"ROSEWOOD UP/UD MAG",0
"ROWAN AVE EL",3
"ROYBAL LC",0
"ROYBAL-ALLARD EL",1
"RUSSELL EL",2
"SALVIN SP ED CTR",0
"SAN ANTONIO EL",4
"SAN ANTONIO HS",0
"SAN FERNANDO EEC",0
"SAN FERNANDO EL",6
"SAN FERNANDO MS",2
"SAN FERNANDO MS IAM",0
"SAN FERNANDO SH",5
"SAN GABRIEL AVE EL",0
"SAN JOSE ST EL",2
"SAN MIGUEL EL",11
"SAN PASCUAL STEAM MG",0
"SAN PEDRO SH",13
"SAN PEDRO ST EL",3
"SANTA MONICA BLVD CO",0
"SANTANA ART AC",1
"SANTEE EC",6
"SATICOY EL",3
"SATURN ST EL",0
"SCIENCE AC STEM MAG",3
"SECONDARY CDS",0
"SELMA AVE EL",0
"SENDAK EL",5
"SEPULVEDA MS",4
"SERRANIA AVE CES",5
"SHARP AVE EL",0
"SHENANDOAH ST EEC",0
"SHENANDOAH ST EL",1
"SHERIDAN ST EL",1
"SHERMAN OAKS EL CS",1
"SHIRLEY AVE EL",1
"SHORT AVE EL",2
"SIERRA PARK EL",4
"SIERRA VISTA EL",0
"SLAWSON OCC CTR",3
"SOCES MAG",4
"SOLANO AVE EL",1
"SOLIS LA",1
"SOTO ST EL",0
"SOTOMAYOR ART/SCI MAG",3
"SOUTH EAST SH",3
"SOUTH GATE MS",4
"SOUTH GATE SH",11
"SOUTH PARK EL",8
"SOUTH SHORES EL PA MG",2
"SOUTHEAST MS",6
"STAGG ST EL",9
"STANFORD AVE EL",5
"STANFORD AVE PC",0
"STATE ST EEC",0
"STATE ST EL",1
"STERRY EL",0
"STEVENSON CCP",1
"STONEHURST STEAM MAG",3
"STONER AVE EL",0
"STONEY POINT HS",0
"STRATHERN ST EL",2
"SUN VALLEY MAG ET",2
"SUNLAND EL",2
"SUNNY BRAE AVE EL",6
"SUNRISE EL",2
"SUPERIOR ST EL",4
"SUTTER MS",6
"SYLMAR ACAD BH/E MAG",0
"SYLMAR CHS",4
"SYLMAR EL",3
"SYLMAR LDSHP ACAD",10
"SYLVAN PARK EEC",1
"SYLVAN PARK EL",0
"TAFT CHS",10
"TAPER AVE EL",3
"TARZANA EL",0
"TELFAIR AVE EEC",0
"TELFAIR AVE EL",2
"THOREAU HS",1
"TOLAND WAY EL",2
"TOLUCA LAKE EEC",0
"TOLUCA LAKE EL",7
"TOPANGA EL CS",0
"TOPEKA DR CAS",3
"TORRES ELA PA MAG",1
"TORRES ENG & TECH",0
"TORRES HS SJLA MAG",0
"TORRES HUM/ART/TECH",2
"TORRES RENAISSANCE",2
"TOWNE AVE EL",4
"TRINITY EEC",0
"TRINITY ST EL",0
"TULSA ST EL",9
"TWEEDY EL",1
"UNION AVE EL",2
"UNIVERSITY HS CHARTER",3
"UTAH ST EL",5
"VALERIO ST EL",2
"VALLEY ACAD ARTS/SCI",3
"VALLEY VIEW EL",0
"VAN DEENE AVE EL",2
"VAN GOGH CHTR",2
"VAN NESS AVE EL",0
"VAN NUYS EL",5
"VAN NUYS MS",4
"VAN NUYS SH",4
"VANALDEN AVE EEC",0
"VANALDEN AVE EL",0
"VAUGHN EEC",0
"VENA AVE EL",5
"VENICE SH",2
"VENICE SKILLS CENTER",0
"VERDGO HLS SH",2
"VERMONT AVE EL",3
"VERNON CITY EL",1
"VICTORIA AVE EL",6
"VICTORY BLVD EL",5
"VIEW PARK CONTN HS",1
"VINE ST EEC",0
"VINE ST EL",0
"VINEDALE COLLEGE PRP",0
"VINTAGE EL M/S/T MAG",4
"VIRGIL MS",5
"VIRGINIA RD EL",1
"VISTA DEL VALLE ACAD",0
"VISTA MS",4
"VLADOVIC HARBOR TPA",1
"VOCES MAG",2
"WADSWORTH AVE EEC",0
"WADSWORTH AVE EL",3
"WALGROVE AVE EL",2
"WALNUT PARK EL",0
"WALNUT PARK MS SJ/SL",0
"WALNUT PARK MS STEM",1
"WARNER AVE EL",2
"WASHINGTON PC",2
"WASHINGTON PREP SH",1
"WATERS EMP PREP CTR",2
"WEBSTER MS",4
"WEEMES EL",4
"WEIGAND AVE EL",0
"WELBY WAY CEL",0
"WESM HLTH/SPORTS MED",10
"WEST ADAMS PREP SH",2
"WEST ATHENS EL",1
"WEST HOLLYWOOD EL",1
"WEST VALLEY OCC CTR",1
"WEST VERNON AVE EL",0
"WESTERN AV TECH MAG",3
"WESTMINSTER AVE EEC",0
"WESTMINSTER MTES MAG",2
"WESTPORT HTS EL",2
"WESTSIDE GLBL AWR MAG",3
"WESTWOOD CEL",3
"WHITE EL",3
"WHITE MS",10
"WHITE POINT EL",3
"WHITMAN HS",0
"WIDNEY CPTC",3
"WILBUR CEA",6
"WILLENBERG SP ED CTR",0
"WILLOW EL",6
"WILMINGTON EEC",0
"WILMINGTON PARK EL",3
"WILMINGTON STEAM MAG",5
"WILSHIRE CREST EL",0
"WILSHIRE PARK EL",0
"WILSON SH",9
"WILSON-LINCOLN CAS",0
"WILTON PL EEC",0
"WILTON PL EL",1
"WINDSOR HILLS EL MAG",1
"WINNETKA AVE EL",2
"WISDOM EL",4
"WONDERLAND AVE EL",3
"WOODCREST EL",1
"WOODEN HS",0
"WOODLAKE ECC",6
"WOODLAND HILLS ACAD",5
"WOODLAND HILLS CES",2
"WOODLAWN AVE EL",4
"WRIGHT ENG DES MAG",3
"YES ACADEMY",1
"YORKDALE EL",1
"YOUNG HS",1
"YTH OPP UNLTD ALT HS",0
