date,school,community,inschool
2021-08-18,"102ND ST EEC",0,0
2021-08-18,"107TH ST CSPP",0,0
2021-08-18,"107TH ST EL STEAM MAG",0,0
2021-08-18,"107TH ST EL",2,0
2021-08-18,"109TH ST EL",0,0
2021-08-18,"10TH ST EL",1,0
2021-08-18,"112TH ST EEC",0,0
2021-08-18,"112TH ST EL",0,0
2021-08-18,"116TH ST EL DTS",0,0
2021-08-18,"116TH ST EL",2,0
2021-08-18,"118TH ST EL DTS",0,0
2021-08-18,"118TH ST EL",2,0
2021-08-18,"122ND ST EL DTS",0,0
2021-08-18,"122ND ST EL",2,0
2021-08-18,"135TH ST EL DTS",0,0
2021-08-18,"135TH ST EL",1,0
2021-08-18,"153RD ST EL DTS",0,0
2021-08-18,"153RD ST EL",1,0
2021-08-18,"156TH ST EL",5,0
2021-08-18,"15TH ST EL",2,0
2021-08-18,"186TH ST CSPP",0,0
2021-08-18,"186TH ST EL",2,0
2021-08-18,"1ST ST EL",1,0
2021-08-18,"1ST ST SPS",0,0
2021-08-18,"20TH ST EL DTS",0,0
2021-08-18,"20TH ST EL",0,0
2021-08-18,"232ND PL EL",1,0
2021-08-18,"232ND PL STEMM MAG",0,0
2021-08-18,"24TH ST EEC",0,0
2021-08-18,"24TH ST EL",0,0
2021-08-18,"28TH ST EEC",0,0
2021-08-18,"28TH ST EL DOS",0,0
2021-08-18,"28TH ST EL",1,0
2021-08-18,"2ND ST EL DTS",0,0
2021-08-18,"2ND ST EL",1,0
2021-08-18,"32ND ST USC PA MAG",0,0
2021-08-18,"36TH ST EEC",0,0
2021-08-18,"37TH ST EEC",0,0
2021-08-18,"3RD ST EL DTK",0,0
2021-08-18,"3RD ST EL GIFTED MAG",0,0
2021-08-18,"3RD ST EL",0,0
2021-08-18,"42ND ST EL DWS",0,0
2021-08-18,"42ND ST EL",2,0
2021-08-18,"49TH ST EL",0,0
2021-08-18,"4TH ST EEC",0,0
2021-08-18,"4TH ST EL",2,0
2021-08-18,"4TH ST PC DTS",0,0
2021-08-18,"4TH ST PC",0,0
2021-08-18,"52ND ST EL",0,0
2021-08-18,"54TH ST EL",0,0
2021-08-18,"59TH ST EL",0,0
2021-08-18,"61ST ST CSPP",0,0
2021-08-18,"61ST ST EL DTS",0,0
2021-08-18,"61ST ST EL",0,0
2021-08-18,"66TH ST EEC",0,0
2021-08-18,"66TH ST EL",0,0
2021-08-18,"6TH AVE EL DTS",0,0
2021-08-18,"6TH AVE EL",3,0
2021-08-18,"74TH ST EL GIFTED MG",0,0
2021-08-18,"74TH ST EL",2,0
2021-08-18,"75TH ST EEC",0,0
2021-08-18,"75TH ST EL DTS",0,0
2021-08-18,"75TH ST EL",4,0
2021-08-18,"7TH ST EL AI MAG",0,0
2021-08-18,"92ND ST EL",3,0
2021-08-18,"93RD ST EL DTS",0,0
2021-08-18,"93RD ST EL STEAM MAG",0,0
2021-08-18,"93RD ST EL",0,0
2021-08-18,"95TH ST EEC",0,0
2021-08-18,"95TH ST EL",1,0
2021-08-18,"96TH ST EL DTS",0,0
2021-08-18,"96TH ST EL",0,0
2021-08-18,"97TH ST EEC",0,0
2021-08-18,"99TH ST CSPP",0,0
2021-08-18,"99TH ST EL",4,0
2021-08-18,"9TH ST EL",1,0
2021-08-18,"ACAD ENRICH SCI MAG",0,0
2021-08-18,"ADAMS MS GIFTED MAG",0,0
2021-08-18,"ADAMS MS",0,0
2021-08-18,"ADDAMS HS",1,0
2021-08-18,"AGGELER HS",0,0
2021-08-18,"ALBION ST EEC",0,0
2021-08-18,"ALBION ST EL",1,0
2021-08-18,"ALDAMA EL DTS",0,0
2021-08-18,"ALDAMA EL",0,0
2021-08-18,"ALEXANDER SCS DTS",1,0
2021-08-18,"ALEXANDER SCS",0,0
2021-08-18,"ALEXANDRIA AV EL DTS",0,0
2021-08-18,"ALEXANDRIA AVE EEC",0,0
2021-08-18,"ALEXANDRIA AVE EL",3,0
2021-08-18,"ALLESANDRO EL CL MAG",1,0
2021-08-18,"ALLESANDRO EL",2,0
2021-08-18,"ALLESANDRO SPS",0,0
2021-08-18,"ALTA CAL GSTEAM MAG",0,0
2021-08-18,"ALTA CALIFORNIA EL",0,0
2021-08-18,"ALTA LOMA EL DTS",1,0
2021-08-18,"ALTA LOMA EL",0,0
2021-08-18,"AMANECER PC",0,0
2021-08-18,"AMBLER AV GIFTED MAG",0,0
2021-08-18,"AMBLER AVE EL DTS",0,0
2021-08-18,"AMBLER AVE EL",2,0
2021-08-18,"AMESTOY EL ML/MC MAG",0,0
2021-08-18,"AMESTOY EL",2,0
2021-08-18,"AMESTOY SPS",0,0
2021-08-18,"ANATOLA AVE EL",2,0
2021-08-18,"ANDASOL AVE EL",0,0
2021-08-18,"ANDASOL AVE SPS",0,0
2021-08-18,"ANGEL'S GATE HS",0,0
2021-08-18,"ANGELES MESA EL",0,0
2021-08-18,"ANGELES MSA DREAMS MG",1,0
2021-08-18,"ANGELOU COMMUNITY SH",2,0
2021-08-18,"ANN ST EL",0,0
2021-08-18,"ANNALEE AVE CSPP",0,0
2021-08-18,"ANNALEE AVE EL",2,0
2021-08-18,"ANNALEE AVE STEAM MAG",0,0
2021-08-18,"ANNANDALE EL",0,0
2021-08-18,"ANTON EEC",0,0
2021-08-18,"ANTON EL DTS",0,0
2021-08-18,"ANTON EL",0,0
2021-08-18,"APPERSON ST EL",0,0
2021-08-18,"ARAGON AVE EL",1,0
2021-08-18,"ARLETA SH",2,0
2021-08-18,"ARLINGTON HTS DTS",0,0
2021-08-18,"ARLINGTON HTS EL",1,0
2021-08-18,"ARMINTA ST EEC",0,0
2021-08-18,"ARMINTA ST EL",2,0
2021-08-18,"ARROYO SECO MUS/S MAG",1,0
2021-08-18,"ASCOT AVE EL",0,0
2021-08-18,"ATWATER AVE EL DTS",0,0
2021-08-18,"ATWATER AVE EL",0,0
2021-08-18,"AUDUBON MS GIFTED MG",0,0
2021-08-18,"AUDUBON MS",1,0
2021-08-18,"AURORA EL DTS",0,0
2021-08-18,"AURORA EL",3,0
2021-08-18,"AVALON GARDENS EL",5,0
2021-08-18,"BACA ARTS ACA DTS",1,0
2021-08-18,"BACA ARTS ACAD",0,0
2021-08-18,"BAKEWELL PC",0,0
2021-08-18,"BALBOA EL G/HG/HA MAG",4,0
2021-08-18,"BALDWIN HILLS EL",0,0
2021-08-18,"BANCROFT GSTEAM MAG",0,0
2021-08-18,"BANCROFT MS PA MG",1,0
2021-08-18,"BANCROFT MS",0,0
2021-08-18,"BANDINI ST EL DTS",0,0
2021-08-18,"BANDINI ST EL",2,0
2021-08-18,"BANNEKER CTC",0,0
2021-08-18,"BANNING PA MAG",0,0
2021-08-18,"BANNING SH CP MAG",0,0
2021-08-18,"BANNING SH FF MAG",3,0
2021-08-18,"BANNING SH STEAM MAG",1,0
2021-08-18,"BANNING SH",9,0
2021-08-18,"BARRETT EL DTS",0,0
2021-08-18,"BARRETT EL",0,0
2021-08-18,"BARTON HILL CSPP",0,0
2021-08-18,"BARTON HILL EL",0,0
2021-08-18,"BARTON HILL MSTEAM MG",0,0
2021-08-18,"BASSETT EL MAT MAG",2,0
2021-08-18,"BASSETT ST EL DTS",0,0
2021-08-18,"BASSETT ST EL",0,0
2021-08-18,"BEACHY AVE CSPP",0,0
2021-08-18,"BEACHY AVE EL",5,0
2021-08-18,"BECKFORD CES",3,0
2021-08-18,"BEETHOVEN ST EL",0,0
2021-08-18,"BELL AC2T",0,0
2021-08-18,"BELL GIFTED/STEM MAG",0,0
2021-08-18,"BELL SH",7,0
2021-08-18,"BELLINGHAM EL",0,0
2021-08-18,"BELMONT SH",0,0
2021-08-18,"BELVEDERE EL",1,0
2021-08-18,"BELVEDERE MS M/C MAG",0,0
2021-08-18,"BELVEDERE MS STEAM MG",0,0
2021-08-18,"BELVEDERE MS",0,0
2021-08-18,"BERENDO MS",0,0
2021-08-18,"BERNSTEIN SH CA/CT MG",0,0
2021-08-18,"BERNSTEIN SH STEM",2,0
2021-08-18,"BERNSTEIN SH",3,0
2021-08-18,"BERTRAND AVE EL",1,0
2021-08-18,"BETHUNE MS STM MAG",0,0
2021-08-18,"BETHUNE MS",3,0
2021-08-18,"BIRMINGHAM CHS",0,0
2021-08-18,"BLDWN HLS GIFTED MAG",1,0
2021-08-18,"BLYTHE ST EL",0,0
2021-08-18,"BONITA ST EL",2,0
2021-08-18,"BOYLE HEIGHTS HS",0,0
2021-08-18,"BOYLE HTS STEM MAG",0,0
2021-08-18,"BRADDOCK DR CSPP",0,0
2021-08-18,"BRADDOCK DR EL DTM",0,0
2021-08-18,"BRADDOCK DR EL",2,0
2021-08-18,"BRADDOCK GIFTED MAG",0,0
2021-08-18,"BRADLEY EEC",0,0
2021-08-18,"BRADLEY GLBL AWR MAG",2,0
2021-08-18,"BRAINARD EL",0,0
2021-08-18,"BRAVO SH MEDICAL MAG",1,0
2021-08-18,"BREED ST EL",0,0
2021-08-18,"BRENTWOOD EL SCI MAG",1,0
2021-08-18,"BRIDGE ST EL",0,0
2021-08-18,"BRIDGES SCHOOL",8,0
2021-08-18,"BRIGHT EL",2,0
2021-08-18,"BROAD AVE CSPP",0,0
2021-08-18,"BROAD AVE EL DTS",1,0
2021-08-18,"BROAD AVE EL",5,0
2021-08-18,"BROADACRES AV EL",5,0
2021-08-18,"BROADACRES VAPA MAG",0,0
2021-08-18,"BROADOUS EEC",0,0
2021-08-18,"BROADOUS EL STM MAG",0,0
2021-08-18,"BROADOUS EL",1,0
2021-08-18,"BROADWAY EL DTM",0,0
2021-08-18,"BROADWAY EL DTS",0,0
2021-08-18,"BROADWAY EL",0,0
2021-08-18,"BROCKTON AVE EL",1,0
2021-08-18,"BROOKLYN AVE EEC",0,0
2021-08-18,"BROOKLYN AVE EL",3,0
2021-08-18,"BRYSON AV EL STM MAG",1,0
2021-08-18,"BRYSON AVE EL",0,0
2021-08-18,"BUCHANAN EL DLC SP",0,0
2021-08-18,"BUCHANAN EL STM MAG",1,0
2021-08-18,"BUCHANAN ST EL",0,0
2021-08-18,"BUDLONG AVE EL",0,0
2021-08-18,"BURBANK BLVD EL",1,0
2021-08-18,"BURBANK BLVD SPS",0,0
2021-08-18,"BURBANK GIFTED/GL MG",1,0
2021-08-18,"BURBANK MS A/T/C MAG",0,0
2021-08-18,"BURBANK MS PA MAG",0,0
2021-08-18,"BURKE HS",1,0
2021-08-18,"BURROUGHS GIFTED MAG",0,0
2021-08-18,"BURROUGHS MS",0,0
2021-08-18,"BURTON ST EL",0,0
2021-08-18,"BUSHNELL WAY CSPP",0,0
2021-08-18,"BUSHNELL WAY DTS",0,0
2021-08-18,"BUSHNELL WAY EL",0,0
2021-08-18,"BYRD MS STM MAG",0,0
2021-08-18,"BYRD MS",1,0
2021-08-18,"CABRILLO AVE EEC",0,0
2021-08-18,"CABRILLO AVE EL",7,0
2021-08-18,"CABRILLO EL STEAM MG",1,0
2021-08-18,"CAHUENGA EL DOS",0,0
2021-08-18,"CAHUENGA EL DTK",0,0
2021-08-18,"CAHUENGA EL",0,0
2021-08-18,"CALABASH CA",2,0
2021-08-18,"CALAHAN ST EL",1,0
2021-08-18,"CALVERT CES",0,0
2021-08-18,"CALVERT SPS",0,0
2021-08-18,"CAMELLIA AVE EL",0,0
2021-08-18,"CAMELLIA EL DTS",0,0
2021-08-18,"CANFIELD AVE EL",1,0
2021-08-18,"CANOGA PARK EEC",0,0
2021-08-18,"CANOGA PARK EL",3,0
2021-08-18,"CANOGA PRK SH CAM MG",0,0
2021-08-18,"CANOGA PRK SH EEVS MG",0,0
2021-08-18,"CANOGA PRK SH",2,0
2021-08-18,"CANTARA EL VAPA MAG",0,0
2021-08-18,"CANTARA ST EL",0,0
2021-08-18,"CANTERBURY AVE EL",4,0
2021-08-18,"CANTERBURY GIFTED MAG",0,0
2021-08-18,"CANYON CEL",2,0
2021-08-18,"CAPISTRANO AVE EL",1,0
2021-08-18,"CAPISTRANO SPS",0,0
2021-08-18,"CARDENAS EL CSPP",0,0
2021-08-18,"CARDENAS EL",3,0
2021-08-18,"CARLSON HOSPITAL",0,0
2021-08-18,"CARNEGIE MS MED MAG",1,0
2021-08-18,"CARNEGIE MS",0,0
2021-08-18,"CAROLDALE LC",0,0
2021-08-18,"CARPENTER COMM CHTR",1,0
2021-08-18,"CARSON ACAD ED & EMP",2,0
2021-08-18,"CARSON ACAD MED ARTS",1,0
2021-08-18,"CARSON SH MEDIA MAG",1,0
2021-08-18,"CARSON SH",4,0
2021-08-18,"CARSON ST EL",0,0
2021-08-18,"CARSON-GORE ACADEMY",2,0
2021-08-18,"CARSON-GORE DTS",0,0
2021-08-18,"CARTHAY EL ES MAG",1,0
2021-08-18,"CARVER MS",0,0
2021-08-18,"CASTELAR ST EEC",0,0
2021-08-18,"CASTELAR ST EL DTM",0,0
2021-08-18,"CASTELAR ST EL",0,0
2021-08-18,"CASTLE HTS EL DWS",0,0
2021-08-18,"CASTLE HTS EL",0,0
2021-08-18,"CASTLEBAY LN CHTR",0,0
2021-08-18,"CASTRO MS",0,0
2021-08-18,"CATSKILL AVE EL DTS",0,0
2021-08-18,"CATSKILL AVE EL",0,0
2021-08-18,"CDS AGGELER",0,0
2021-08-18,"CDS ALONZO",0,0
2021-08-18,"CDS JOHNSON",0,0
2021-08-18,"CDS JOHNSTON",2,0
2021-08-18,"CDS LONDON",1,0
2021-08-18,"CDS TRI-C",0,0
2021-08-18,"CDS WEST HOLLYWOOD",0,0
2021-08-18,"CENTRAL HS",0,0
2021-08-18,"CENTURY PARK EL",3,0
2021-08-18,"CHANDLER EL",1,0
2021-08-18,"CHAPMAN EL DTM",0,0
2021-08-18,"CHAPMAN EL",0,0
2021-08-18,"CHARNOCK ROAD EL",1,0
2021-08-18,"CHASE ST EEC",0,0
2021-08-18,"CHASE ST EL",1,0
2021-08-18,"CHATSWORTH CHS",3,0
2021-08-18,"CHATSWORTH GSTEAM MG",0,0
2021-08-18,"CHATSWORTH UP/CD MAG",2,0
2021-08-18,"CHAVEZ EL",0,0
2021-08-18,"CHAVEZ LA ARTES MAG",1,0
2021-08-18,"CHAVEZ LA ASE",2,0
2021-08-18,"CHAVEZ LA SJ HUM AC",0,0
2021-08-18,"CHAVEZ LA TECH PREP",3,0
2021-08-18,"CHEREMOYA AVE EL",0,0
2021-08-18,"CHEREMOYA AVE SPS",0,0
2021-08-18,"CHEVIOT HILLS HS",0,0
2021-08-18,"CIENEGA EL DTS",1,0
2021-08-18,"CIENEGA EL",0,0
2021-08-18,"CIMARRON AVE EL",0,0
2021-08-18,"CIMARRON EL STEAM MAG",2,0
2021-08-18,"CITY OF ANGELS VA #1",0,0
2021-08-18,"CITY OF ANGELS",0,0
2021-08-18,"CITY TERRACE DTM",0,0
2021-08-18,"CITY TERRACE EL",0,0
2021-08-18,"CLEVELAND CHS HUM MG",0,0
2021-08-18,"CLEVELAND CHS",5,0
2021-08-18,"CLEVELAND EEC",0,0
2021-08-18,"CLEVELAND GMS MAG",1,0
2021-08-18,"CLEVELAND INFANT CTR",0,0
2021-08-18,"CLIFFORD ST M/T MAG",0,0
2021-08-18,"CLINTON MS",0,0
2021-08-18,"CLOVER AVE EL",0,0
2021-08-18,"COCHRAN MS",1,0
2021-08-18,"COEUR D ALENE AVE EL",2,0
2021-08-18,"COHASSET ST EL DOS",0,0
2021-08-18,"COHASSET ST EL",1,0
2021-08-18,"COLDWATER CYN DTS",0,0
2021-08-18,"COLDWATER CYN EL",0,0
2021-08-18,"COLFAX CEL",0,0
2021-08-18,"COLISEUM ST CSPP",0,0
2021-08-18,"COLISEUM ST EL",1,0
2021-08-18,"COLLINS EEC",0,0
2021-08-18,"COLUMBUS AVE EL",5,0
2021-08-18,"COLUMBUS MS MAC MAG",0,0
2021-08-18,"COLUMBUS MS MMS MAG",0,0
2021-08-18,"COLUMBUS MS",0,0
2021-08-18,"COMMONWLTH AV GAT MG",0,0
2021-08-18,"COMMONWLTH AVE EL",0,0
2021-08-18,"COMMUNITY EL MAG CS",0,0
2021-08-18,"COMPTON AVE EL",2,0
2021-08-18,"CONTRERAS LC ALC",1,0
2021-08-18,"CONTRERAS LC BUS TR",2,0
2021-08-18,"CONTRERAS LC GLBL ST",1,0
2021-08-18,"CONTRERAS LC SOC JUS",2,0
2021-08-18,"CORONA AVE EL PKFLP",0,0
2021-08-18,"CORONA AVE EL",1,0
2021-08-18,"CORTINES SCH OF VAPA",2,0
2021-08-18,"COUGHLIN EL",1,0
2021-08-18,"COUGHLIN SPS",0,0
2021-08-18,"COWAN AVE EL DWS",0,0
2021-08-18,"COWAN AVE EL",0,0
2021-08-18,"COWAN GIFTED/IH MAG",0,0
2021-08-18,"CRENSHAW ARTS TECH",0,0
2021-08-18,"CRENSHAW MAG STEMM",3,0
2021-08-18,"CRESCENT HTS BL EEC",0,0
2021-08-18,"CRESCENT HTS BL EL MG",2,0
2021-08-18,"CRESTWOOD ST STEAM MG",3,0
2021-08-18,"CRUZ EEC",0,0
2021-08-18,"CTC - WEST",0,0
2021-08-18,"CURTISS MS STEAM MAG",0,0
2021-08-18,"CURTISS MS",1,0
2021-08-18,"DACOTAH EEC",0,0
2021-08-18,"DAHLIA HTS EL",1,0
2021-08-18,"DANA MS STEAM MAG",2,0
2021-08-18,"DANA MS",0,0
2021-08-18,"DANUBE AVE EL",1,0
2021-08-18,"DARBY AVE EL",4,0
2021-08-18,"DAYTON EEC",3,0
2021-08-18,"DAYTON HEIGHTS EL",1,0
2021-08-18,"DAYTON HEIGHTS UES MG",0,0
2021-08-18,"DE LA TORRE JR EL",1,0
2021-08-18,"DE LA TORRE JR LAUP",0,0
2021-08-18,"DE LA TORRE STEAM MG",0,0
2021-08-18,"DEARBORN EL CA",2,0
2021-08-18,"DEL AMO EL",0,0
2021-08-18,"DEL OLMO EL",2,0
2021-08-18,"DELEVAN DRIVE EL",0,0
2021-08-18,"DENA EL",0,0
2021-08-18,"DENKER AVE EL DTK",0,0
2021-08-18,"DENKER AVE EL",3,0
2021-08-18,"DIXIE CYN CC",2,0
2021-08-18,"DODSON MS GIFTED MAG",4,0
2021-08-18,"DODSON MS VAPA MAG",1,0
2021-08-18,"DODSON MS",0,0
2021-08-18,"DOLORES ST EEC",0,0
2021-08-18,"DOLORES ST EL",3,0
2021-08-18,"DOMINGUEZ EL DTS",3,0
2021-08-18,"DOMINGUEZ EL",0,0
2021-08-18,"DORRIS PLACE EL",1,0
2021-08-18,"DORRIS PLACE SPS",0,0
2021-08-18,"DORSEY SH FEMS MAG",0,0
2021-08-18,"DORSEY SH STM MAG",0,0
2021-08-18,"DORSEY SH",3,0
2021-08-18,"DORSEY SM/L MAG",0,0
2021-08-18,"DOWNTOWN CS/DMA/E MG",0,0
2021-08-18,"DREW MS GIFTED MAG",0,0
2021-08-18,"DREW MS UP PBLC SRVC",0,0
2021-08-18,"DREW MS",2,0
2021-08-18,"DYER ST EL",1,0
2021-08-18,"DYMALLY SH BMS/R MAG",0,0
2021-08-18,"DYMALLY SH",3,0
2021-08-18,"EAGLE ROCK EL HG MAG",0,0
2021-08-18,"EAGLE ROCK EL",1,0
2021-08-18,"EAGLE ROCK HS",1,0
2021-08-18,"EAGLE TREE CONTN HS",0,0
2021-08-18,"EARHART HS",1,0
2021-08-18,"EARLY COLLEGE ACAD",0,0
2021-08-18,"EAST VALLEY SH",1,0
2021-08-18,"EASTMAN AVE EEC",0,0
2021-08-18,"EASTMAN AVE EL DTS&D",0,0
2021-08-18,"EASTMAN AVE EL",0,0
2021-08-18,"EASTSIDE LC AC2T",0,0
2021-08-18,"EDISON MS",1,0
2021-08-18,"EGL RCK EL GIFTED MG",0,0
2021-08-18,"EGL RCK HS GIFTED MG",1,0
2021-08-18,"EINSTEIN HS",0,0
2021-08-18,"EL DORADO AVE EL",3,0
2021-08-18,"EL ORO WAY CES",0,0
2021-08-18,"EL SERENO EEC",0,0
2021-08-18,"EL SERENO EL",0,0
2021-08-18,"EL SERENO GIFTED MAG",0,0
2021-08-18,"EL SERENO MS ESH MAG",0,0
2021-08-18,"EL SERENO MS",0,0
2021-08-18,"EL SERENO SPS",0,0
2021-08-18,"EL SERENO STM MAG",0,0
2021-08-18,"ELA OCC CENTER AC2T",0,0
2021-08-18,"ELA OCC CTR",1,0
2021-08-18,"ELA SKILLS CTR AC2T",0,0
2021-08-18,"ELEMENTARY CDS",0,0
2021-08-18,"ELIZABETH LC DTA",0,0
2021-08-18,"ELIZABETH LC",1,0
2021-08-18,"ELLINGTON HS",0,0
2021-08-18,"ELYSIAN HTS ARTS MAG",1,0
2021-08-18,"EMELITA ST EL",3,0
2021-08-18,"EMERSON CC",0,0
2021-08-18,"ENADIA WAY",0,0
2021-08-18,"ENCINO CEL",0,0
2021-08-18,"ERWIN EL",1,0
2021-08-18,"ESCALANTE EEC",0,0
2021-08-18,"ESCALANTE EL",2,0
2021-08-18,"ESCUTIA CSPP",0,0
2021-08-18,"ESCUTIA PC",0,0
2021-08-18,"ESHELMAN AVE EL",1,0
2021-08-18,"ESPERANZA EL",0,0
2021-08-18,"ESTRELLA EEC",0,0
2021-08-18,"ESTRELLA EL",0,0
2021-08-18,"EUCLID AVE EL DTS",0,0
2021-08-18,"EUCLID AVE EL",1,0
2021-08-18,"EUCLID EL GSTEAM MAG",0,0
2021-08-18,"EVANS CAS",0,0
2021-08-18,"EVERGREEN AVE EEC",1,0
2021-08-18,"EVERGREEN AVE EL",4,0
2021-08-18,"EVERGREEN HS",0,0
2021-08-18,"FAIR AVE EEC",0,0
2021-08-18,"FAIR AVE EL",2,0
2021-08-18,"FAIRBURN AVE EL",0,0
2021-08-18,"FAIRFAX SH PA MAG",2,0
2021-08-18,"FAIRFAX SH VA MAG",0,0
2021-08-18,"FAIRFAX SH",0,0
2021-08-18,"FARMDALE EL DOS",0,0
2021-08-18,"FARMDALE EL",0,0
2021-08-18,"FERNANGELES DTS&DOS",0,0
2021-08-18,"FERNANGELES EL",1,0
2021-08-18,"FERNANGELES SPS",0,0
2021-08-18,"FIGUEROA ST EL",3,0
2021-08-18,"FISHBURN AVE EL DTS",0,0
2021-08-18,"FISHBURN AVE EL",0,0
2021-08-18,"FLEMING MS STM MAG",1,0
2021-08-18,"FLEMING MS",6,0
2021-08-18,"FLETCHER DR EL",0,0
2021-08-18,"FLETCHER DR STEAM MG",0,0
2021-08-18,"FLORENCE AVE EL DTS",1,0
2021-08-18,"FLORENCE AVE EL",0,0
2021-08-18,"FLOURNOY EL DTS",0,0
2021-08-18,"FLOURNOY EL STEAM MAG",0,0
2021-08-18,"FLOURNOY EL",0,0
2021-08-18,"FORD BLVD EL DTS",0,0
2021-08-18,"FORD BLVD EL",1,0
2021-08-18,"FOSHAY LC",2,0
2021-08-18,"FRANKLIN AVE EL",0,0
2021-08-18,"FRANKLIN CAS AC2T",0,0
2021-08-18,"FRANKLIN HS DLA MAG",0,0
2021-08-18,"FRANKLIN HS",2,0
2021-08-18,"FRANKLIN SH STM MAG",0,0
2021-08-18,"FREMONT CAS AC2T",0,0
2021-08-18,"FREMONT SH STEAM MAG",0,0
2021-08-18,"FREMONT SH",3,0
2021-08-18,"FRIEDMAN OCC CTR",0,0
2021-08-18,"FRIES AVE EL",0,0
2021-08-18,"FROST MS GMC MAG",0,0
2021-08-18,"FROST MS STEAM MAG",2,0
2021-08-18,"FROST MS",3,0
2021-08-18,"FULLBRIGHT AVE CSPP",0,0
2021-08-18,"FULLBRIGHT AVE EL DT",0,0
2021-08-18,"FULLBRIGHT AVE EL",1,0
2021-08-18,"FULTON COLLEGE PREP",1,0
2021-08-18,"FULTON CP CAM MAG",0,0
2021-08-18,"GAGE MS STM MAG",0,0
2021-08-18,"GAGE MS",1,0
2021-08-18,"GAL KING SCH FOR STEM",0,0
2021-08-18,"GARCETTI LA",0,0
2021-08-18,"GARDEN GROVE EL",4,0
2021-08-18,"GARDENA EEC",1,0
2021-08-18,"GARDENA EL DTS",0,0
2021-08-18,"GARDENA EL",0,0
2021-08-18,"GARDENA SH GB MAG",0,0
2021-08-18,"GARDENA SH L/PS MAG",0,0
2021-08-18,"GARDENA SH",1,0
2021-08-18,"GARDNER ST EL",0,0
2021-08-18,"GARDNER ST SPS",0,0
2021-08-18,"GARFIELD SH COSCI MG",0,0
2021-08-18,"GARFIELD SH",4,0
2021-08-18,"GARVANZA EL T/L MAG",0,0
2021-08-18,"GARZA PC",0,0
2021-08-18,"GATES ST EEC",0,0
2021-08-18,"GATES ST EL DTM",0,0
2021-08-18,"GATES ST EL DTS",0,0
2021-08-18,"GATES ST EL",0,0
2021-08-18,"GATES ST SPS",0,0
2021-08-18,"GAULT ST CSPP",0,0
2021-08-18,"GAULT ST EL",2,0
2021-08-18,"GERMAIN ACAD AA",1,0
2021-08-18,"GLASSELL PARK EEC",0,0
2021-08-18,"GLASSELL PK STEAM MAG",1,0
2021-08-18,"GLEDHILL EL STM MAG",2,0
2021-08-18,"GLEDHILL ST EEC",0,0
2021-08-18,"GLEDHILL ST EL",0,0
2021-08-18,"GLEN ALTA EL",1,0
2021-08-18,"GLENFELIZ BLVD EEC",0,0
2021-08-18,"GLENFELIZ BLVD EL",3,0
2021-08-18,"GLENWOOD EL",1,0
2021-08-18,"GOMPERS MS STEAM MAG",0,0
2021-08-18,"GOMPERS MS UP MED MAG",0,0
2021-08-18,"GOMPERS MS",2,0
2021-08-18,"GRAHAM EEC",0,0
2021-08-18,"GRAHAM EL DTS",0,0
2021-08-18,"GRAHAM EL",7,0
2021-08-18,"GRANADA EL",2,0
2021-08-18,"GRANADA HILLS CHT",0,0
2021-08-18,"GRANADA SPS",0,0
2021-08-18,"GRAND VIEW BLVD EL D",2,0
2021-08-18,"GRAND VW BL EL",1,0
2021-08-18,"GRANT EEC",0,0
2021-08-18,"GRANT EL DTR",0,0
2021-08-18,"GRANT EL",10,0
2021-08-18,"GRANT SH CP/DA MAG",2,0
2021-08-18,"GRANT SH HUM/IS MAG",3,0
2021-08-18,"GRANT SH",1,0
2021-08-18,"GRAPE ST EL",1,0
2021-08-18,"GRATTS EEC",0,0
2021-08-18,"GRATTS LA FOR YS DOS",1,0
2021-08-18,"GRATTS LA FOR YS",6,0
2021-08-18,"GREY HS",0,0
2021-08-18,"GRIDLEY ST EL DTS",1,0
2021-08-18,"GRIDLEY ST EL",0,0
2021-08-18,"GRIFFIN AVE EL",0,0
2021-08-18,"GRIFFITH JNR VAPA MG",0,0
2021-08-18,"GRIFFITH JOYNER EL",0,0
2021-08-18,"GRIFFITH MS STEAM MG",1,0
2021-08-18,"GULF AVE EL STEAM MAG",0,0
2021-08-18,"GULF AVE EL",0,0
2021-08-18,"HADDON AV EL STEAM MG",0,0
2021-08-18,"HADDON AVE CSPP",0,0
2021-08-18,"HADDON AVE EEC",0,0
2021-08-18,"HADDON AVE EL",0,0
2021-08-18,"HALE CA VAPA MAG",0,0
2021-08-18,"HALE CA",2,0
2021-08-18,"HALE GIFTED/STEAM MG",0,0
2021-08-18,"HALLDALE EL",1,0
2021-08-18,"HAMASAKI MED/SCI MAG",0,0
2021-08-18,"HAMASAKI SPS",0,0
2021-08-18,"HAMILTON SH HUMAN MG",2,0
2021-08-18,"HAMILTON SH MUS PA MG",0,0
2021-08-18,"HAMILTON SH",3,0
2021-08-18,"HAMLIN CA",1,0
2021-08-18,"HANCOCK PARK EL",0,0
2021-08-18,"HARBOR CITY EL",3,0
2021-08-18,"HARBOR OCC CTR",2,0
2021-08-18,"HARDING ST EL",0,0
2021-08-18,"HARMONY CSPP",0,0
2021-08-18,"HARMONY EL DTS",0,0
2021-08-18,"HARMONY EL",0,0
2021-08-18,"HARRISON ST EL DTS",0,0
2021-08-18,"HARRISON ST EL",1,0
2021-08-18,"HART ST CSPP",0,0
