date,school,community,inschool
2021-08-22,"KAHLO HS",0,0
2021-08-22,"KENNEDY EL",0,0
2021-08-22,"KENNEDY GIFTED/MD MG",1,0
2021-08-22,"KENNEDY SH ADDFM MAG",3,0
2021-08-22,"KENNEDY SH GLEA MAG",1,0
2021-08-22,"KENNEDY SH",4,0
2021-08-22,"KENTER CANYON EC",1,0
2021-08-22,"KENTWOOD EEC",0,0
2021-08-22,"KENTWOOD EL",0,0
2021-08-22,"KESTER AVE EL",3,0
2021-08-22,"KESTER EL GIFTED MAG",1,0
2021-08-22,"KIM ACADEMY",4,0
2021-08-22,"KIM EL DOK",0,0
2021-08-22,"KIM EL DTS",0,0
2021-08-22,"KIM EL",1,0
2021-08-22,"KING JR EL DTS",0,0
2021-08-22,"KING JR EL",1,0
2021-08-22,"KING MS ESTEAM MAG",0,0
2021-08-22,"KING MS GIFTED/AT MG",3,0
2021-08-22,"KING MS MAG FLM/MDIA",3,0
2021-08-22,"KING-DREW SH MD/S MG",3,0
2021-08-22,"KINGSLEY EL DTS",2,0
2021-08-22,"KINGSLEY EL",1,0
2021-08-22,"KIRIYAMA CAS AC2T",0,0
2021-08-22,"KITTRIDGE ST CSPP",0,0
2021-08-22,"KITTRIDGE ST EL DTR",0,0
2021-08-22,"KITTRIDGE ST EL DTS",0,0
2021-08-22,"KITTRIDGE ST EL",1,0
2021-08-22,"KNOLLWOOD PREP ACAD",3,0
2021-08-22,"KNOLLWOOD SPS",1,0
2021-08-22,"KNOX EL DTS",0,0
2021-08-22,"KNOX EL VAPA MAG",2,0
2021-08-22,"KNOX EL",2,0
2021-08-22,"KORENSTEIN CSPP",0,0
2021-08-22,"KORENSTEIN EL",0,0
2021-08-22,"LA ACADEMY STEAM MAG",1,0
2021-08-22,"LA SALLE AVE EL",0,0
2021-08-22,"LA SALLE_AVE EL DTS",0,0
2021-08-22,"LA TECH CENTER AC2T",0,0
2021-08-22,"LACES MAG",4,0
2021-08-22,"LAFAYETTE PARK PC",1,0
2021-08-22,"LAFAYETTE PK PC CSPP",0,0
2021-08-22,"LAKE BALBOA CP K-12",6,0
2021-08-22,"LAKE ST PRIMARY",2,0
2021-08-22,"LANAI RD EL",4,0
2021-08-22,"LANE EL",1,0
2021-08-22,"LANGDON AVE EL",6,0
2021-08-22,"LANKERSHIM EL",1,0
2021-08-22,"LASSEN EL DTS",0,0
2021-08-22,"LASSEN EL",1,0
2021-08-22,"LASSEN SPS",0,0
2021-08-22,"LATONA AVE CSPP",0,0
2021-08-22,"LATONA AVE EL DTS",0,0
2021-08-22,"LATONA AVE EL",2,0
2021-08-22,"LAUREL CACT MAG",1,0
2021-08-22,"LAUREL EEC",0,0
2021-08-22,"LAUSD/USC MA/ENG MAG",2,0
2021-08-22,"LAWRENCE GIFTED MAG",1,0
2021-08-22,"LAWRENCE MS PS MAG",2,0
2021-08-22,"LAWRENCE MS",4,0
2021-08-22,"LAWSON ACAD A/M/S EL",2,0
2021-08-22,"LE CONTE MS CES MAG",1,0
2021-08-22,"LE CONTE MS HEAT MAG",0,0
2021-08-22,"LE CONTE MS",1,0
2021-08-22,"LEAPWOOD EL",2,0
2021-08-22,"LEE EL MED HLTH MAG",1,0
2021-08-22,"LEGACY SH STEAM",2,0
2021-08-22,"LEGACY SH VAPA",1,0
2021-08-22,"LEICHMAN CPTC",1,0
2021-08-22,"LELAND ST EL GA MAG",0,0
2021-08-22,"LELAND ST EL",2,0
2021-08-22,"LEMAY ST EEC",0,0
2021-08-22,"LEMAY ST EL",3,0
2021-08-22,"LEWIS HS",0,0
2021-08-22,"LEXINGTON AVE CSPP",0,0
2021-08-22,"LEXINGTON AVE PC",0,0
2021-08-22,"LIBERTY BLVD EL",0,0
2021-08-22,"LIECHTY MS",3,0
2021-08-22,"LIGGETT ST EL",2,0
2021-08-22,"LILLIAN ST EL",1,0
2021-08-22,"LIMERICK AVE CSPP",0,0
2021-08-22,"LIMERICK AVE EL DTS",0,0
2021-08-22,"LIMERICK AVE EL",3,0
2021-08-22,"LINCOLN ESP MAGNET",0,0
2021-08-22,"LINCOLN SH STM MAG",0,0
2021-08-22,"LINCOLN SH",3,0
2021-08-22,"LIZARRAGA EL DTS",0,0
2021-08-22,"LIZARRAGA EL",1,0
2021-08-22,"LOCKE EEC",0,0
2021-08-22,"LOCKE INFANT",0,0
2021-08-22,"LOCKHURST DR CEL",3,0
2021-08-22,"LOCKWOOD AVE EL",1,0
2021-08-22,"LOGAN ACADEMY",0,0
2021-08-22,"LOGAN ST EEC",0,0
2021-08-22,"LOGAN ST EL DTS",0,0
2021-08-22,"LOKRANTZ SP ED CTR",0,0
2021-08-22,"LOMA VISTA EL DTS",0,0
2021-08-22,"LOMA VISTA EL",1,0
2021-08-22,"LOMITA EL M/S/T MAG",4,0
2021-08-22,"LONDON HS",0,0
2021-08-22,"LORENA ST EL DTS",0,0
2021-08-22,"LORENA ST EL",4,0
2021-08-22,"LORETO ST EL DTS",1,0
2021-08-22,"LORETO ST EL",1,0
2021-08-22,"LORNE ST EL STM MAG",2,0
2021-08-22,"LORNE ST EL",1,0
2021-08-22,"LOS ANGELES ACAD MS",3,0
2021-08-22,"LOS ANGELES EL",0,0
2021-08-22,"LOS ANGELES SH",2,0
2021-08-22,"LOS ANGELES STEAM MG",0,0
2021-08-22,"LOS ANGELES TECH CTR",1,0
2021-08-22,"LOS FELIZ STEMM MAG",4,0
2021-08-22,"LOWMAN SP ED & CTC",0,0
2021-08-22,"LOYOLA VILLG EL F/PAM",1,0
2021-08-22,"MACARTHUR PK EL VAPA",2,0
2021-08-22,"MACARTHUR PK VPA DTS",0,0
2021-08-22,"MACES MAG",9,0
2021-08-22,"MACK EL DTS",0,0
2021-08-22,"MACK EL",0,0
2021-08-22,"MACLAY MS",2,0
2021-08-22,"MADISON EL DTS",0,0
2021-08-22,"MADISON EL",1,0
2021-08-22,"MADISON MS CS/ED MAG",0,0
2021-08-22,"MADISON MS MED/M/S MG",2,0
2021-08-22,"MADISON MS",0,0
2021-08-22,"MAGNOLIA AVE CSPP",0,0
2021-08-22,"MAGNOLIA AVE EL DTS&",0,0
2021-08-22,"MAGNOLIA AVE EL",1,0
2021-08-22,"MAGNOLIA SCI ACAD #2",2,0
2021-08-22,"MAGNOLIA SCI ACAD #4",0,0
2021-08-22,"MAGNOLIA SCI-BELL@SR",1,0
2021-08-22,"MAIN ST EL DTS",0,0
2021-08-22,"MAIN ST EL",2,0
2021-08-22,"MALABAR ST EL",4,0
2021-08-22,"MANCHESTER AV CB MAG",1,0
2021-08-22,"MANCHESTER AVE EL",5,0
2021-08-22,"MANHATTAN PLACE EL",4,0
2021-08-22,"MANN UCLA COMM SCH",3,0
2021-08-22,"MANUAL ARTS SH CP MG",1,0
2021-08-22,"MANUAL ARTS SH",2,0
2021-08-22,"MAPLE PC DTS",0,0
2021-08-22,"MAPLE PC",0,0
2021-08-22,"MAPLE SPS",1,0
2021-08-22,"MAR VISTA EL",1,0
2021-08-22,"MARIANNA AVE EL DTS",0,0
2021-08-22,"MARIANNA AVE EL",0,0
2021-08-22,"MARINA DEL REY MS MAG",2,0
2021-08-22,"MARINA DEL REY MS",2,0
2021-08-22,"MARINA EEC",0,0
2021-08-22,"MARIPOSA-NABI PC",1,0
2021-08-22,"MARK TWAIN MS WL MAG",1,0
2021-08-22,"MARK TWAIN MS",4,0
2021-08-22,"MARKHAM MS HC MAG",0,0
2021-08-22,"MARKHAM MS VAPA MAG",0,0
2021-08-22,"MARKHAM MS",2,0
2021-08-22,"MARLTON SCHOOL",0,0
2021-08-22,"MARQUEZ CHARTER",2,0
2021-08-22,"MARQUEZ SH HPIAM",1,0
2021-08-22,"MARQUEZ SH LIBRA",2,0
2021-08-22,"MARQUEZ SH SOC JUS",1,0
2021-08-22,"MARSHALL GIFTED MAG",1,0
2021-08-22,"MARSHALL SH",5,0
2021-08-22,"MARVIN EEC",1,0
2021-08-22,"MARVIN EL LANG MAG",1,0
2021-08-22,"MARVIN EL",0,0
2021-08-22,"MAYALL ST AC A/T MAG",3,0
2021-08-22,"MAYBERRY ST EL DTS",1,0
2021-08-22,"MAYBERRY ST EL",1,0
2021-08-22,"MAYWOOD ACADEMY SH",2,0
2021-08-22,"MAYWOOD EL CS MAG",1,0
2021-08-22,"MAYWOOD EL",1,0
2021-08-22,"MCALISTER HS CYESIS",0,0
2021-08-22,"MCAULIFFE EEC",1,0
2021-08-22,"MCBRIDE SP ED CTR",0,0
2021-08-22,"MCKINLEY AVE EL",3,0
2021-08-22,"MELROSE AVE EL M/S MG",0,0
2021-08-22,"MELVIN AVE EL",1,0
2021-08-22,"MELVIN EL HUM/LEAD MG",0,0
2021-08-22,"MENDEZ SH",2,0
2021-08-22,"MENLO AVE EL DTS",1,0
2021-08-22,"MENLO AVE EL",0,0
2021-08-22,"MERIDIAN EEC",1,0
2021-08-22,"METROPOLITAN HS",0,0
2021-08-22,"MEYLER ST EL DTS",0,0
2021-08-22,"MEYLER ST EL",1,0
2021-08-22,"MICHELTORENA ST EL D",0,0
2021-08-22,"MICHELTORENA ST EL",1,0
2021-08-22,"MID-CITY AC2T",0,0
2021-08-22,"MID-CITY PSES MAG",0,0
2021-08-22,"MIDDLE COLLEGE HS",2,0
2021-08-22,"MIDDLETON CSPP",0,0
2021-08-22,"MIDDLETON ST EL",1,0
2021-08-22,"MIDDLETON ST PC",1,0
2021-08-22,"MIKES EEC",0,0
2021-08-22,"MILES AV EL STM MAG",0,0
2021-08-22,"MILES AVE EEC",1,0
2021-08-22,"MILES AVE EL DTS",1,0
2021-08-22,"MILES AVE EL",1,0
2021-08-22,"MILLER CTC",0,0
2021-08-22,"MILLER EL",4,0
2021-08-22,"MILLIKAN CMS PA MAG",1,0
2021-08-22,"MILLIKAN CMS SGE MAG",0,0
2021-08-22,"MILLIKAN MS AC & PAM",0,0
2021-08-22,"MIRAMONTE EEC",0,0
2021-08-22,"MIRAMONTE EL DTS",0,0
2021-08-22,"MIRAMONTE EL",1,0
2021-08-22,"MISSION HS",0,0
2021-08-22,"MONETA HS",0,0
2021-08-22,"MONLUX EL STM MAG",5,0
2021-08-22,"MONLUX EL",2,0
2021-08-22,"MONROE SH FA MAG",2,0
2021-08-22,"MONROE SH L/G MAG",1,0
2021-08-22,"MONROE SH PA MAG",0,0
2021-08-22,"MONROE SH",5,0
2021-08-22,"MONTARA AVE EL DTS",2,0
2021-08-22,"MONTARA AVE EL",0,0
2021-08-22,"MONTARA EL STM MAG",0,0
2021-08-22,"MONTE VISTA EEC",0,0
2021-08-22,"MONTE VISTA ST EL",2,0
2021-08-22,"MONTE VISTA ST FC MG",0,0
2021-08-22,"MONTEREY HS",0,0
2021-08-22,"MOORE M/S/T ACAD",3,0
2021-08-22,"MORNINGSIDE EL",2,0
2021-08-22,"MOSK CSPP",0,0
2021-08-22,"MOSK EL STEAM MAG",0,0
2021-08-22,"MOSK EL",1,0
2021-08-22,"MOUNT GLEASON MS",1,0
2021-08-22,"MOUNTAIN VIEW EL DTR",4,0
2021-08-22,"MOUNTAIN VIEW EL",0,0
2021-08-22,"MT GLEASON GIFTED MG",1,0
2021-08-22,"MT GLEASON STEAM MG",0,0
2021-08-22,"MT LUKENS HS",0,0
2021-08-22,"MT WASHINGTON EL",0,0
2021-08-22,"MUIR MS STM MAG",0,0
2021-08-22,"MUIR MS",3,0
2021-08-22,"MULHOLLAND MS PA MAG",3,0
2021-08-22,"MULHOLLAND MS RBT MG",0,0
2021-08-22,"MULHOLLAND MS",2,0
2021-08-22,"MULTNOMAH GIFTED MAG",0,0
2021-08-22,"MULTNOMAH ST EL ES MG",1,0
2021-08-22,"MULTNOMAH ST EL",0,0
2021-08-22,"MURCHISON EEC",0,0
2021-08-22,"MURCHISON ST EL",1,0
2021-08-22,"NAPA ST EL DTS",0,0
2021-08-22,"NAPA ST EL",1,0
2021-08-22,"NARBONNE SH BET MAG",1,0
2021-08-22,"NARBONNE SH HARTS LA",0,0
2021-08-22,"NARBONNE SH STEAM MG",1,0
2021-08-22,"NARBONNE SH",5,0
2021-08-22,"NAVA COLLEGE PREP",0,0
2021-08-22,"NAVA LEARNING ACADEMY",1,0
2021-08-22,"NESTLE AVE CHARTER",1,0
2021-08-22,"NESTLE AVE SPS",0,0
2021-08-22,"NEVADA AVE EL DTS",1,0
2021-08-22,"NEVADA AVE EL",1,0
2021-08-22,"NEVIN AVE EL",2,0
2021-08-22,"NEW ACAD CANOGA PARK",1,0
2021-08-22,"NEWCASTLE EL",5,0
2021-08-22,"NEWMARK HS",0,0
2021-08-22,"NIGHTINGALE GSTEM MG",0,0
2021-08-22,"NIGHTINGALE MS BET MG",0,0
2021-08-22,"NIGHTINGALE MS MHK MG",0,0
2021-08-22,"NIGHTINGALE MS",2,0
2021-08-22,"NIMITZ MS STM MAG",3,0
2021-08-22,"NIMITZ MS",2,0
2021-08-22,"NO HOLLYWD SH HG MG",1,0
2021-08-22,"NO HOLLYWD SH STEM MG",0,0
2021-08-22,"NO HOLLYWD SH ZOO MG",1,0
2021-08-22,"NO HOLLYWD SH",12,0
2021-08-22,"NO VALL OCC CTR AC2T",0,0
2021-08-22,"NOBEL CMS STEAM MAG",3,0
2021-08-22,"NOBEL CMS",6,0
2021-08-22,"NOBLE AVE EEC",1,0
2021-08-22,"NOBLE AVE EL",5,0
2021-08-22,"NORMANDIE AVE CSPP",0,0
2021-08-22,"NORMANDIE AVE EEC",0,0
2021-08-22,"NORMANDIE AVE EL DTS",0,0
2021-08-22,"NORMANDIE AVE EL",4,0
2021-08-22,"NORMONT EEC",1,0
2021-08-22,"NORMONT EL  DTS",1,0
2021-08-22,"NORMONT EL",7,0
2021-08-22,"NORTH VALLEY OCC CTR",1,0
2021-08-22,"NORTHRIDGE ACAD SH",4,0
2021-08-22,"NORTHRIDGE EEC",0,0
2021-08-22,"NORTHRIDGE MH CAR MAG",2,0
2021-08-22,"NORTHRIDGE MS",2,0
2021-08-22,"NORWOOD ST EL",1,0
2021-08-22,"NUEVA VISTA EL",6,0
2021-08-22,"NUEVA VISTA VAPA MAG",0,0
2021-08-22,"O'MELVENY CSPP",0,0
2021-08-22,"O'MELVENY EL",0,0
2021-08-22,"OBAMA EL",3,0
2021-08-22,"OBAMA GLBL PREP ACAD",2,0
2021-08-22,"OBAMA GPA STEAM MAG",0,0
2021-08-22,"OCHOA LC DTS",7,0
2021-08-22,"OCHOA LC PKFLP",0,0
2021-08-22,"OCHOA LC",3,0
2021-08-22,"ODYSSEY HS",0,0
2021-08-22,"OLIVE VISTA MS",3,0
2021-08-22,"OLIVE VISTA STEAM MG",1,0
2021-08-22,"OLYMPIC PC",2,0
2021-08-22,"OPEN CHARTER MAG",2,0
2021-08-22,"ORCHARD ACADEMIES 2B",4,0
2021-08-22,"ORCHARD ACADEMIES 2C",1,0
2021-08-22,"ORTHOPAEDIC HSP SH MG",1,0
2021-08-22,"OSCEOLA ST CSPP",0,0
2021-08-22,"OSCEOLA ST EL",1,0
2021-08-22,"OVERLAND AVE EL",6,0
2021-08-22,"OWENSMOUTH HS",1,0
2021-08-22,"OXNARD ST EL",2,0
2021-08-22,"PACIFIC BLVD DTS",0,0
2021-08-22,"PACIFIC BLVD SCHOOL",8,0
2021-08-22,"PACOIMA EEC",0,0
2021-08-22,"PACOIMA MS CS/M MAG",2,0
2021-08-22,"PACOIMA MS FMPA MAG",0,0
2021-08-22,"PACOIMA MS",2,0
2021-08-22,"PALISADES CEL",0,0
2021-08-22,"PALISADES CHS",0,0
2021-08-22,"PALMS EL",0,0
2021-08-22,"PALMS MS GIFTED MAG",1,0
2021-08-22,"PALMS MS MMC MAG",1,0
2021-08-22,"PALMS MS",1,0
2021-08-22,"PANORAMA CITY CSPP",0,0
2021-08-22,"PANORAMA CITY EL",3,0
2021-08-22,"PANORAMA GSTEAM MAG",0,0
2021-08-22,"PANORAMA SH SJL MAG",0,0
2021-08-22,"PANORAMA SH SMIT MAG",2,0
2021-08-22,"PANORAMA SH",4,0
2021-08-22,"PARK AVE EL DTS",0,0
2021-08-22,"PARK AVE EL",1,0
2021-08-22,"PARK WESTERN EEC",0,0
2021-08-22,"PARK WESTERN SPS",0,0
2021-08-22,"PARK WSTN PL EL",2,0
2021-08-22,"PARK WSTRN GSTEAM MAG",1,0
2021-08-22,"PARKS CSPP",1,0
2021-08-22,"PARKS LC",5,0
2021-08-22,"PARKS/HUERTA EEC",0,0
2021-08-22,"PARMELEE AVE EL DTS",1,0
2021-08-22,"PARMELEE AVE EL",1,0
2021-08-22,"PARTHENIA AC ART TEC",5,0
2021-08-22,"PASEO DEL REY EL MAG",0,0
2021-08-22,"PATTON HS",0,0
2021-08-22,"PEARL SH JRNLS/CMM MG",0,0
2021-08-22,"PEARY MS GIFTED MAG",0,0
2021-08-22,"PEARY MS STEAM MAG",0,0
2021-08-22,"PEARY MS",6,0
2021-08-22,"PEREZ SP ED CTR",0,0
2021-08-22,"PHOENIX HS",0,0
2021-08-22,"PINEWOOD AVE EEC",0,0
2021-08-22,"PINEWOOD AVE EL",2,0
2021-08-22,"PIO PICO MS",1,0
2021-08-22,"PLAINVIEW ACADEMC CA",3,0
2021-08-22,"PLASENCIA EL STEAM MG",3,0
2021-08-22,"PLASENCIA EL",1,0
2021-08-22,"PLAYA DEL REY EL",0,0
2021-08-22,"PLAYA VISTA EL",0,0
2021-08-22,"PLUMMER EL CSPP",0,0
2021-08-22,"PLUMMER EL",2,0
2021-08-22,"POINDEXTER LAMOTTE EL",1,0
2021-08-22,"POLITI EL",2,0
2021-08-22,"POLYTECHNIC SH",1,0
2021-08-22,"POLYTECHNIC STM MAG",1,0
2021-08-22,"POMELO ARTS/SCI MAG",0,0
2021-08-22,"POMELO COMMUNITY CS",2,0
2021-08-22,"PORTER MS GIFTED MAG",4,0
2021-08-22,"PORTER MS",3,0
2021-08-22,"PORTER RANCH SCH DTK",0,0
2021-08-22,"PORTER RANCH SCHOOL",4,0
2021-08-22,"PORTOLA ACAD OF IA&T",1,0
2021-08-22,"PORTOLA CM HG MAG",1,0
2021-08-22,"PORTOLA CM",3,0
2021-08-22,"PRESIDENT AVE EL DTS",1,0
2021-08-22,"PRESIDENT AVE EL",0,0
2021-08-22,"PRIMARY ACADEMY CSPP",0,0
2021-08-22,"PRIMARY ACADEMY",2,0
2021-08-22,"PT FERMIN EL MR/S MG",2,0
2021-08-22,"PUEBLO DE LA HS",0,0
2021-08-22,"PURCHE AV EL STEAM MG",1,0
2021-08-22,"PURCHE AVE EL",0,0
2021-08-22,"QUEEN ANNE PL EL DTS",0,0
2021-08-22,"QUEEN ANNE PL EL",2,0
2021-08-22,"RAMONA EL",2,0
2021-08-22,"RAMONA HS",0,0
2021-08-22,"RAMONA INFANT",0,0
2021-08-22,"RANCHITO AVE DTS",0,0
2021-08-22,"RANCHITO AVE EL",2,0
2021-08-22,"RANCHO DOMNGZ PREP MG",1,0
2021-08-22,"RANCHO DOMNGZ PREP",3,0
2021-08-22,"RAYMOND AVE EL",6,0
2021-08-22,"REED MS",4,0
2021-08-22,"REGIONAL SH IDTE MAG",0,0
2021-08-22,"RESEDA CAS AC2T",0,0
2021-08-22,"RESEDA CHARTER HS",4,0
2021-08-22,"RESEDA CHS AME MAG",0,0
2021-08-22,"RESEDA CHS PA MAG",0,0
2021-08-22,"RESEDA CHS SCI MAG",1,0
2021-08-22,"RESEDA EL",5,0
2021-08-22,"REVERE CMS STM MAG",3,0
2021-08-22,"REVERE CMS",8,0
2021-08-22,"RFK AMBSDR GBL DOS",0,0
2021-08-22,"RFK AMBSDR GBL DTK",0,0
2021-08-22,"RFK AMBSDR GLBL EDU",0,0
2021-08-22,"RFK AMBSDR GLBL LDSH",2,0
2021-08-22,"RFK LA SH ARTS",1,0
2021-08-22,"RFK NEW OPEN WLD",3,0
2021-08-22,"RFK SCH VIS ARTS/HUM",4,0
2021-08-22,"RFK UCLA COMM DOS",2,0
2021-08-22,"RFK UCLA COMM SCH",2,0
2021-08-22,"RICHLAND AVE EL DTF",0,0
2021-08-22,"RICHLAND AVE EL",0,0
2021-08-22,"RIDE EL SMART ACAD",1,0
2021-08-22,"RILEY HS CYESIS",0,0
2021-08-22,"RIO VISTA EL",2,0
2021-08-22,"RIORDAN PC DWF",1,0
2021-08-22,"RIORDAN PC",2,0
2021-08-22,"RITTER EL",5,0
2021-08-22,"RIVERA LC COM & TECH",0,0
2021-08-22,"RIVERA LC GD STEAM AC",4,0
2021-08-22,"RIVERA LC PERF ARTS",2,0
2021-08-22,"RIVERA LC PUB SRV",3,0
2021-08-22,"RIVERSIDE DR CS",2,0
2021-08-22,"ROBERTI EEC",1,0
2021-08-22,"ROCKDALE VAPA MAG",3,0
2021-08-22,"RODIA HS",0,0
2021-08-22,"ROGERS HS",1,0
2021-08-22,"ROMER MS GIFT/HUM MG",0,0
2021-08-22,"ROMER MS STEM MAG",0,0
2021-08-22,"ROMER MS",0,0
2021-08-22,"ROOSEVELT INFANT",0,0
2021-08-22,"ROOSEVELT SH LPS MAG",0,0
2021-08-22,"ROOSEVELT SH STM MAG",0,0
2021-08-22,"ROOSEVELT SH",2,0
2021-08-22,"ROSCOE EL DTS",0,0
2021-08-22,"ROSCOE EL",2,0
2021-08-22,"ROSCOMARE RD EL",7,0
2021-08-22,"ROSEMONT AVE EEC",0,0
2021-08-22,"ROSEMONT AVE EL",3,0
2021-08-22,"ROSEWOOD UP/UD MAG",0,0
2021-08-22,"ROWAN AVE EL DTS",0,0
2021-08-22,"ROWAN AVE EL",0,0
2021-08-22,"ROYBAL LC ICAMP MAG",1,0
2021-08-22,"ROYBAL LC",6,0
2021-08-22,"ROYBAL-ALLARD EL DTS",1,0
2021-08-22,"ROYBAL-ALLARD EL",0,0
2021-08-22,"RUSSELL EL GIFTED MG",2,0
2021-08-22,"RUSSELL EL",2,0
2021-08-22,"RUSSELL SPS",0,0
2021-08-22,"RYBL-ALLRD DREAMS MG",0,0
2021-08-22,"SALVIN SP ED CTR",0,0
2021-08-22,"SAN ANTONIO EL",0,0
2021-08-22,"SAN ANTONIO HS",0,0
2021-08-22,"SAN ANTONIO STEM MAG",1,0
2021-08-22,"SAN FERNANDO EEC",0,0
2021-08-22,"SAN FERNANDO EL DTS",0,0
2021-08-22,"SAN FERNANDO EL",0,0
2021-08-22,"SAN FERNANDO MS IAM",2,0
2021-08-22,"SAN FERNANDO MS",6,0
2021-08-22,"SAN FERNANDO SH",5,0
2021-08-22,"SAN FERNANDO STM MAG",1,0
2021-08-22,"SAN GABRIEL AVE DTS",0,0
2021-08-22,"SAN GABRIEL AVE EL",3,0
2021-08-22,"SAN JOSE ST EL HG MAG",0,0
2021-08-22,"SAN JOSE ST EL",2,0
2021-08-22,"SAN MIGUEL CSPP",0,0
2021-08-22,"SAN MIGUEL EL DTS",0,0
2021-08-22,"SAN MIGUEL EL DWM",0,0
2021-08-22,"SAN MIGUEL EL",3,0
2021-08-22,"SAN MIGUEL STEAM MAG",2,0
2021-08-22,"SAN PASCUAL STEAM MG",1,0
2021-08-22,"SAN PEDRO AC2T",0,0
2021-08-22,"SAN PEDRO G/STEAM MG",1,0
2021-08-22,"SAN PEDRO MS/T/M MAG",0,0
2021-08-22,"SAN PEDRO SH PA MAG",0,0
2021-08-22,"SAN PEDRO SH VAPA MG",0,0
2021-08-22,"SAN PEDRO SH",6,0
2021-08-22,"SAN PEDRO SPS",0,0
2021-08-22,"SAN PEDRO ST EL",0,0
2021-08-22,"SANTA MONICA BLVD CO",0,0
2021-08-22,"SANTANA ART AC",1,0
2021-08-22,"SANTANA ARTS ACA DTS",1,0
2021-08-22,"SANTEE EC",4,0
2021-08-22,"SATICOY EL CSPP",0,0
2021-08-22,"SATICOY EL DTR",2,0
2021-08-22,"SATICOY EL",4,0
2021-08-22,"SATURN ST EL AM MAG",0,0
2021-08-22,"SATURN ST EL",1,0
2021-08-22,"SCIENCE AC STEM MAG",1,0
2021-08-22,"SECONDARY CDS",0,0
2021-08-22,"SELMA AVE EL",0,0
2021-08-22,"SENDAK EL A/C/T MAG",3,0
2021-08-22,"SENDAK EL",0,0
2021-08-22,"SEPULVEDA GIFTED MAG",1,0
2021-08-22,"SEPULVEDA KSM MAG",0,0
2021-08-22,"SEPULVEDA MS",1,0
2021-08-22,"SERRANIA AVE CES",3,0
2021-08-22,"SHARP AVE EL",1,0
2021-08-22,"SHENANDOAH ST EEC",0,0
2021-08-22,"SHENANDOAH ST EL",2,0
2021-08-22,"SHERIDAN ST CSPP",0,0
2021-08-22,"SHERIDAN ST EL DTS",0,0
2021-08-22,"SHERIDAN ST EL",0,0
2021-08-22,"SHERMAN OAKS EL CS",2,0
2021-08-22,"SHIRLEY AVE EL",0,0
2021-08-22,"SHORT AVE EL",2,0
2021-08-22,"SIERRA PARK EL",0,0
2021-08-22,"SIERRA PARK PKFLP",0,0
2021-08-22,"SIERRA VISTA EL",0,0
2021-08-22,"SLAWSON OCC CTR",1,0
2021-08-22,"SOCES MAG",18,0
2021-08-22,"SOLANO AVE EL",2,0
2021-08-22,"SOLIS LA",1,0
2021-08-22,"SOTO ST EL",0,0
2021-08-22,"SOTOMAYOR ART/SCI MAG",0,0
2021-08-22,"SOUTH EAST SH",2,0
2021-08-22,"SOUTH EAST STEAM MAG",0,0
2021-08-22,"SOUTH GATE MS STM MG",1,0
2021-08-22,"SOUTH GATE MS",4,0
2021-08-22,"SOUTH GATE SH PSB MG",0,0
2021-08-22,"SOUTH GATE SH",1,0
2021-08-22,"SOUTH PARK EL DTS",0,0
2021-08-22,"SOUTH PARK EL",2,0
2021-08-22,"SOUTH SHORES EL PA MG",4,0
2021-08-22,"SOUTHEAST DREAMS MAG",0,0
2021-08-22,"SOUTHEAST MS",4,0
2021-08-22,"STAGG ST EL",2,0
2021-08-22,"STAGG ST SPS",0,0
2021-08-22,"STANFORD AVE CSPP",0,0
2021-08-22,"STANFORD AVE EL DTS",0,0
2021-08-22,"STANFORD AVE EL",2,0
2021-08-22,"STANFORD AVE PC DTS",0,0
2021-08-22,"STANFORD AVE PC",1,0
2021-08-22,"STATE ST EEC",0,0
2021-08-22,"STATE ST EL DTS",0,0
2021-08-22,"STATE ST EL",0,0
2021-08-22,"STERRY EL",2,0
2021-08-22,"STEVENSON CCP CA MAG",1,0
2021-08-22,"STEVENSON CCP GIFT MG",1,0
2021-08-22,"STEVENSON CCP",3,0
2021-08-22,"STONEHURST AVE SPS",0,0
2021-08-22,"STONEHURST STEAM MAG",2,0
2021-08-22,"STONER AVE CSPP",1,0
2021-08-22,"STONER AVE EL DOS",0,0
2021-08-22,"STONER AVE EL",0,0
2021-08-22,"STONEY POINT HS",0,0
2021-08-22,"STRATHERN ST CSPP",0,0
2021-08-22,"STRATHERN ST EL",2,0
2021-08-22,"SUN VALLEY MAG BSEL",1,0
2021-08-22,"SUN VALLEY MAG ES",2,0
2021-08-22,"SUN VALLEY MAG ET",0,0
2021-08-22,"SUNLAND EL GIFTED MG",1,0
2021-08-22,"SUNLAND EL",3,0
2021-08-22,"SUNLAND SPS",0,0
2021-08-22,"SUNNY BRAE AVE CSPP",0,0
2021-08-22,"SUNNY BRAE AVE EL DT",0,0
2021-08-22,"SUNNY BRAE AVE EL",2,0
2021-08-22,"SUNNY BRAE EL GA MAG",0,0
2021-08-22,"SUNRISE EL DTS",0,0
2021-08-22,"SUNRISE EL",4,0
2021-08-22,"SUPERIOR ST EL",0,0
2021-08-22,"SUTTER MS STEAM MAG",1,0
2021-08-22,"SUTTER MS",2,0
2021-08-22,"SYLMAR ACAD BH/E MAG",1,0
2021-08-22,"SYLMAR CHS STM MAG",0,0
2021-08-22,"SYLMAR CHS",8,0
2021-08-22,"SYLMAR EL",4,0
2021-08-22,"SYLMAR LDSHP ACAD",5,0
