date,region,caserate
2021-09-29,"MacArthur Park Community of Schools","19.0095998479232"
2021-09-29,"Manual Arts/Vermont Square Community of Schools","22.733472765299627"
2021-09-29,"Monroe Community of Schools","12.867528791095669"
2021-09-29,"North Hollywood/Valley Village Community of Schools","12.182493756471951"
2021-09-29,"Panorama City Community of Schools","10.850694444444445"
2021-09-29,"Reseda Community of Schools","14.029180695847362"
2021-09-29,"Rivera Community of Schools","11.410965938266674"
2021-09-29,"San Fernando Valley/Sylmar Community of Schools","7.26302722974936"
2021-09-29,"San Pedro Community of Schools","10.036331520102772"
2021-09-29,"South Gate Community of Schools","21.192277534066587"
2021-09-29,"South Mid-City Community of Schools","31.11123681307803"
2021-09-29,"Sun Valley Community of Schools","9.3441933625079816"
2021-09-29,"Sunland/Tujunga Community of Schools","10.310872815383821"
2021-09-29,"Taft Community of Schools","20.801331285202252"
2021-09-29,"Van Nuys/Valley Glen Community of Schools","11.508362743593679"
2021-09-29,"Venice Community of Schools","9.9344327438903246"
2021-09-29,"West LA Community of Schools","5.4671696462741233"
2021-09-29,"Westchester Community of Schools","19.402405898331391"
2021-09-29,"Wilmington Community of Schools","7.2861514548015744"
2021-09-29,"District Wide","13.312867498109213"
2021-09-30,"Achievement Network Community of Schools","18.412061946359525"
2021-09-30,"Bell/Cudahy/Maywood Community of Schools","13.313076573683963"
2021-09-30,"Boyle Heights Community of Schools","10.035626473982637"
2021-09-30,"Canoga Park/Chatsworth Community of Schools","15.061375103546954"
2021-09-30,"Carson Community of Schools","10.722083593262633"
2021-09-30,"Cleveland Community of Schools","19.745285813012142"
2021-09-30,"Downtown Community of Schools","7.6144064570166758"
2021-09-30,"Eagle Rock/Highland Park Community of Schools","10.954462300217994"
2021-09-30,"East Los Angeles Community of Schools","18.894274213423152"
2021-09-30,"Fairfax Community of Schools","8.9031339031339023"
2021-09-30,"Fremont Community of Schools","23.39275631201097"
2021-09-30,"Gardena Community of Schools","19.261096197137316"
2021-09-30,"Glassell Park/Los Feliz Community of Schools",8.5383424942633
2021-09-30,"H.E.E.T. (C/D) Community of Schools","16.398371095137882"
2021-09-30,"H.E.E.T. (W) Community of Schools","11.22208506340478"
2021-09-30,"Hamilton Community of Schools","9.68710646130001"
2021-09-30,"Harbor City/Lomita Community of Schools","23.113704982448031"
2021-09-30,"Historic Central Avenue Community of Schools","16.345210853220006"
2021-09-30,"Hollywood Community of Schools","5.9233810659124231"
2021-09-30,"Huntington Park/Vernon Community of Schools","20.768949589605558"
2021-09-30,"Jefferson/South Central (West) Community of Schools","11.894849530153442"
2021-09-30,"Kennedy/NAHS/VAAS Community of Schools","15.379173523214861"
2021-09-30,"Kreatwn/PcoUnion Community of Schools","16.853814228832665"
2021-09-30,"LA Mid-City Community of Schools","19.579787634611041"
2021-09-30,"Lincoln Heights/El Sereno Community of Schools","11.715363527730265"
2021-09-30,"MacArthur Park Community of Schools","12.656225280809997"
2021-09-30,"Manual Arts/Vermont Square Community of Schools","21.397601216284702"
2021-09-30,"Monroe Community of Schools","10.996765118261044"
2021-09-30,"North Hollywood/Valley Village Community of Schools","19.976375764313506"
2021-09-30,"Panorama City Community of Schools","9.2804553610097145"
2021-09-30,"Reseda Community of Schools","14.047903350424949"
2021-09-30,"Rivera Community of Schools","13.015854938296712"
2021-09-30,"San Fernando Valley/Sylmar Community of Schools","9.8885885687916151"
2021-09-30,"San Pedro Community of Schools","9.0473174703700359"
2021-09-30,"South Gate Community of Schools","15.5448468832582"
2021-09-30,"South Mid-City Community of Schools","28.174172735853041"
2021-09-30,"Sun Valley Community of Schools","14.046149404209162"
2021-09-30,"Sunland/Tujunga Community of Schools","15.435671837616733"
2021-09-30,"Taft Community of Schools","15.143303471801575"
2021-09-30,"Van Nuys/Valley Glen Community of Schools","14.673607921196346"
2021-09-30,"Venice Community of Schools","9.9517340896651234"
2021-09-30,"West LA Community of Schools","5.4239935779916033"
2021-09-30,"Westchester Community of Schools","11.054915291711577"
2021-09-30,"Wilmington Community of Schools","8.51861316977596"
2021-09-30,"District Wide","14.222646187971664"
2021-10-01,"Achievement Network Community of Schools","22.493967526890515"
2021-10-01,"Bell/Cudahy/Maywood Community of Schools","16.442861057824061"
2021-10-01,"Boyle Heights Community of Schools","13.039902100427309"
2021-10-01,"Canoga Park/Chatsworth Community of Schools","21.078147230858406"
2021-10-01,"Carson Community of Schools","12.675877804537963"
2021-10-01,"Cleveland Community of Schools","21.71681276158888"
2021-10-01,"Downtown Community of Schools","9.7914422794477627"
2021-10-01,"Eagle Rock/Highland Park Community of Schools","15.331544653123801"
2021-10-01,"East Los Angeles Community of Schools","21.35506073872083"
2021-10-01,"Fairfax Community of Schools","16.532919586422658"
2021-10-01,"Fremont Community of Schools","26.620846542920066"
2021-10-01,"Gardena Community of Schools","19.261096197137316"
2021-10-01,"Glassell Park/Los Feliz Community of Schools","9.602048436999894"
2021-10-01,"H.E.E.T. (C/D) Community of Schools","16.398371095137882"
2021-10-01,"H.E.E.T. (W) Community of Schools","17.952515596247924"
2021-10-01,"Hamilton Community of Schools","9.6824167312161116"
2021-10-01,"Harbor City/Lomita Community of Schools","24.563279342282073"
2021-10-01,"Historic Central Avenue Community of Schools","17.364303078588794"
2021-10-01,"Hollywood Community of Schools","10.362694300518134"
2021-10-01,"Huntington Park/Vernon Community of Schools","29.905548309921166"
2021-10-01,"Jefferson/South Central (West) Community of Schools","19.033344039589355"
2021-10-01,"Kennedy/NAHS/VAAS Community of Schools","19.994001799460161"
2021-10-01,"Kreatwn/PcoUnion Community of Schools","20.015380239552496"
2021-10-01,"LA Mid-City Community of Schools","21.083702298123548"
2021-10-01,"Lincoln Heights/El Sereno Community of Schools","15.619630751929025"
2021-10-01,"MacArthur Park Community of Schools","12.656225280809997"
2021-10-01,"Manual Arts/Vermont Square Community of Schools","21.387484944336254"
2021-10-01,"Monroe Community of Schools","12.832028743744386"
2021-10-01,"North Hollywood/Valley Village Community of Schools","21.705534042959592"
2021-10-01,"Panorama City Community of Schools","15.469100471807565"
2021-10-01,"Reseda Community of Schools","18.071744826963045"
2021-10-01,"Rivera Community of Schools","18.716686332750132"
2021-10-01,"San Fernando Valley/Sylmar Community of Schools","13.842746400885934"
2021-10-01,"San Pedro Community of Schools","14.073604953908944"
2021-10-01,"South Gate Community of Schools","18.368457120249811"
2021-10-01,"South Mid-City Community of Schools","26.760186476246815"
2021-10-01,"Sun Valley Community of Schools","15.605127845009871"
2021-10-01,"Sunland/Tujunga Community of Schools","15.4273372415921"
2021-10-01,"Taft Community of Schools","16.731734523145565"
2021-10-01,"Van Nuys/Valley Glen Community of Schools","17.864320485909516"
2021-10-01,"Venice Community of Schools","12.441834424067483"
2021-10-01,"West LA Community of Schools","6.5082980800520662"
2021-10-01,"Westchester Community of Schools","24.883187259808125"
2021-10-01,"Wilmington Community of Schools","9.73638731348733"
2021-10-01,"District Wide","17.381981493217555"
2021-10-02,"Achievement Network Community of Schools","22.452187047129179"
2021-10-02,"Bell/Cudahy/Maywood Community of Schools","15.630739412127891"
2021-10-02,"Boyle Heights Community of Schools","13.02526902190249"
2021-10-02,"Canoga Park/Chatsworth Community of Schools","19.541672616855443"
2021-10-02,"Carson Community of Schools","12.634484367255306"
2021-10-02,"Cleveland Community of Schools","20.703933747412009"
2021-10-02,"Downtown Community of Schools","10.820871296556799"
2021-10-02,"Eagle Rock/Highland Park Community of Schools","15.282341254680217"
2021-10-02,"East Los Angeles Community of Schools","21.223277037230527"
2021-10-02,"Fairfax Community of Schools","16.475717327385176"
2021-10-02,"Fremont Community of Schools","27.34877734877735"
2021-10-02,"Gardena Community of Schools","19.201228878648234"
2021-10-02,"Glassell Park/Los Feliz Community of Schools","9.5777285884556438"
2021-10-02,"H.E.E.T. (C/D) Community of Schools","16.242995208316412"
2021-10-02,"H.E.E.T. (W) Community of Schools","17.969451931716083"
2021-10-02,"Hamilton Community of Schools","9.6674400618716163"
2021-10-02,"Harbor City/Lomita Community of Schools","23.055419464537884"
2021-10-02,"Historic Central Avenue Community of Schools","16.270745200130168"
2021-10-02,"Hollywood Community of Schools","8.8731144631765755"
2021-10-02,"Huntington Park/Vernon Community of Schools","27.3007048545617"
2021-10-02,"Jefferson/South Central (West) Community of Schools","17.87352692348939"
2021-10-02,"Kennedy/NAHS/VAAS Community of Schools","18.369971220378424"
2021-10-02,"Kreatwn/PcoUnion Community of Schools","19.959450799953778"
2021-10-02,"LA Mid-City Community of Schools","19.594248334488892"
2021-10-02,"Lincoln Heights/El Sereno Community of Schools","14.315139850963488"
2021-10-02,"MacArthur Park Community of Schools","12.62965126375448"
2021-10-02,"Manual Arts/Vermont Square Community of Schools","21.276834007099744"
2021-10-02,"Monroe Community of Schools","12.836146588794046"
2021-10-02,"North Hollywood/Valley Village Community of Schools","20.808226185418636"
2021-10-02,"Panorama City Community of Schools","15.437339837599184"
2021-10-02,"Reseda Community of Schools","16.062644312819998"
2021-10-02,"Rivera Community of Schools","18.627554202133261"
2021-10-02,"San Fernando Valley/Sylmar Community of Schools","13.196964698119432"
2021-10-02,"San Pedro Community of Schools","14.009526478005043"
2021-10-02,"South Gate Community of Schools","17.686468436728429"
2021-10-02,"South Mid-City Community of Schools","26.715410573678291"
2021-10-02,"Sun Valley Community of Schools","16.296376772230975"
2021-10-02,"Sunland/Tujunga Community of Schools","15.441233239828088"
2021-10-02,"Taft Community of Schools","15.91900410710306"
2021-10-02,"Van Nuys/Valley Glen Community of Schools","17.851564243316822"
2021-10-02,"Venice Community of Schools","12.37286877335379"
2021-10-02,"West LA Community of Schools","6.5048406856102075"
2021-10-02,"Westchester Community of Schools","24.83032610494951"
2021-10-02,"Wilmington Community of Schools","9.6745715978764313"
2021-10-02,"District Wide","16.896950351406378"
2021-10-03,"Achievement Network Community of Schools","18.367346938775512"
2021-10-03,"Bell/Cudahy/Maywood Community of Schools","15.628174472939817"
2021-10-03,"Boyle Heights Community of Schools","8.0149880276116328"
2021-10-03,"Canoga Park/Chatsworth Community of Schools","19.534478354295334"
2021-10-03,"Carson Community of Schools","12.634484367255306"
2021-10-03,"Cleveland Community of Schools","14.788524105294291"
2021-10-03,"Downtown Community of Schools","7.5734625870948191"
2021-10-03,"Eagle Rock/Highland Park Community of Schools","10.915958039057298"
2021-10-03,"East Los Angeles Community of Schools","16.32093486314896"
2021-10-03,"Fairfax Community of Schools","16.472794546237868"
2021-10-03,"Fremont Community of Schools","16.888088268408016"
2021-10-03,"Gardena Community of Schools","15.599688006239875"
2021-10-03,"Glassell Park/Los Feliz Community of Schools","8.5084659235939757"
2021-10-03,"H.E.E.T. (C/D) Community of Schools","16.23684139312099"
2021-10-03,"H.E.E.T. (W) Community of Schools","17.969451931716083"
2021-10-03,"Hamilton Community of Schools","6.9026450935998671"
2021-10-03,"Harbor City/Lomita Community of Schools","18.724973352922536"
2021-10-03,"Historic Central Avenue Community of Schools","14.232849416453174"
2021-10-03,"Hollywood Community of Schools","7.3927314664222132"
2021-10-03,"Huntington Park/Vernon Community of Schools","22.317553996082029"
2021-10-03,"Jefferson/South Central (West) Community of Schools","15.491682158348825"
2021-10-03,"Kennedy/NAHS/VAAS Community of Schools","17.5828880275822"
2021-10-03,"Kreatwn/PcoUnion Community of Schools","16.80795856838213"
2021-10-03,"LA Mid-City Community of Schools","15.072498718837609"
2021-10-03,"Lincoln Heights/El Sereno Community of Schools","10.340439070951319"
2021-10-03,"MacArthur Park Community of Schools","11.049723756906078"
2021-10-03,"Manual Arts/Vermont Square Community of Schools","12.315270935960593"
2021-10-03,"Monroe Community of Schools","10.08295522251249"
2021-10-03,"North Hollywood/Valley Village Community of Schools","17.338083968340658"
2021-10-03,"Panorama City Community of Schools","15.434004198049141"
2021-10-03,"Reseda Community of Schools","13.04081775958751"
2021-10-03,"Rivera Community of Schools","16.198791570148867"
2021-10-03,"San Fernando Valley/Sylmar Community of Schools","13.860013860013861"
2021-10-03,"San Pedro Community of Schools","10.999780004399911"
2021-10-03,"South Gate Community of Schools","11.319900384876613"
2021-10-03,"South Mid-City Community of Schools","7.0282959193713888"
2021-10-03,"Sun Valley Community of Schools","17.066832163220976"
2021-10-03,"Sunland/Tujunga Community of Schools","5.1480051480051481"
2021-10-03,"Taft Community of Schools","11.141440588268063"
2021-10-03,"Van Nuys/Valley Glen Community of Schools","15.941030938352844"
2021-10-03,"Venice Community of Schools","13.588970697237732"
2021-10-03,"West LA Community of Schools","4.3365604570734719"
2021-10-03,"Westchester Community of Schools","24.8015873015873"
2021-10-03,"Wilmington Community of Schools","4.8368763452562336"
2021-10-03,"District Wide","13.667247445037116"
2021-10-04,"Achievement Network Community of Schools","16.319536525162686"
2021-10-04,"Bell/Cudahy/Maywood Community of Schools","9.3763918081590241"
2021-10-04,"Boyle Heights Community of Schools","10.018735034514544"
2021-10-04,"Canoga Park/Chatsworth Community of Schools","21.78158329577888"
2021-10-04,"Carson Community of Schools","11.659428105051447"
2021-10-04,"Cleveland Community of Schools","17.743779819407752"
2021-10-04,"Downtown Community of Schools","7.566585956416465"
2021-10-04,"Eagle Rock/Highland Park Community of Schools","10.91679220977708"
2021-10-04,"East Los Angeles Community of Schools","17.133066818960593"
2021-10-04,"Fairfax Community of Schools","16.472794546237868"
2021-10-04,"Fremont Community of Schools","20.899649528954054"
2021-10-04,"Gardena Community of Schools","7.1962291759118227"
2021-10-04,"Glassell Park/Los Feliz Community of Schools","8.5071992173376731"
2021-10-04,"H.E.E.T. (C/D) Community of Schools","16.215339711366955"
2021-10-04,"H.E.E.T. (W) Community of Schools","22.44769686630152"
2021-10-04,"Hamilton Community of Schools","4.1411868641552667"
2021-10-04,"Harbor City/Lomita Community of Schools","17.281105990783409"
2021-10-04,"Historic Central Avenue Community of Schools","14.230823964707556"
2021-10-04,"Hollywood Community of Schools","8.8694418164616842"
2021-10-04,"Huntington Park/Vernon Community of Schools","20.654841081652716"
2021-10-04,"Jefferson/South Central (West) Community of Schools","16.672224074691563"
2021-10-04,"Kennedy/NAHS/VAAS Community of Schools","16.0479298170536"
2021-10-04,"Kreatwn/PcoUnion Community of Schools","16.798076620226983"
2021-10-04,"LA Mid-City Community of Schools","18.094634940740072"
2021-10-04,"Lincoln Heights/El Sereno Community of Schools","7.95019994752868"
2021-10-04,"MacArthur Park Community of Schools","9.4680532104590434"
2021-10-04,"Manual Arts/Vermont Square Community of Schools","15.680125441003527"
2021-10-04,"Monroe Community of Schools","12.833675564681725"
2021-10-04,"North Hollywood/Valley Village Community of Schools","18.190637885035169"
2021-10-04,"Panorama City Community of Schools","13.881605330536447"
2021-10-04,"Reseda Community of Schools","12.031763856581374"
2021-10-04,"Rivera Community of Schools","16.182277170043371"
2021-10-04,"San Fernando Valley/Sylmar Community of Schools","12.524967533965734"
2021-10-04,"San Pedro Community of Schools","10.993623698255011"
2021-10-04,"South Gate Community of Schools","9.9014802713005583"
2021-10-04,"South Mid-City Community of Schools","7.02622185998145"
2021-10-04,"Sun Valley Community of Schools","23.262846907204505"
2021-10-04,"Sunland/Tujunga Community of Schools","7.7233993254897921"
2021-10-04,"Taft Community of Schools","7.1635518481963771"
2021-10-04,"Van Nuys/Valley Glen Community of Schools","15.295879672413244"
2021-10-04,"Venice Community of Schools","14.820486852993122"
2021-10-04,"West LA Community of Schools","4.3375479841245745"
2021-10-04,"Westchester Community of Schools","19.308746862328636"
2021-10-04,"Wilmington Community of Schools","10.878367761352786"
2021-10-04,"District Wide","13.662654257218575"
2021-10-05,"Achievement Network Community of Schools","10.198254058905116"
2021-10-05,"Bell/Cudahy/Maywood Community of Schools","10.939123776185527"
2021-10-05,"Boyle Heights Community of Schools","14.023278642546627"
2021-10-05,"Canoga Park/Chatsworth Community of Schools","23.30336470517485"
2021-10-05,"Carson Community of Schools","8.7451658666459373"
2021-10-05,"Cleveland Community of Schools","19.715310910453059"
2021-10-05,"Downtown Community of Schools","7.5757575757575761"
2021-10-05,"Eagle Rock/Highland Park Community of Schools","8.7361041343612822"
2021-10-05,"East Los Angeles Community of Schools","17.13698160630641"
2021-10-05,"Fairfax Community of Schools","16.474255807175172"
2021-10-05,"Fremont Community of Schools","15.272820809620269"
2021-10-05,"Gardena Community of Schools","5.9968576465931855"
2021-10-05,"Glassell Park/Los Feliz Community of Schools","10.650648091936393"
2021-10-05,"H.E.E.T. (C/D) Community of Schools","10.810226474244635"
2021-10-05,"H.E.E.T. (W) Community of Schools","17.958157493041213"
2021-10-05,"Hamilton Community of Schools","5.52959716884625"
2021-10-05,"Harbor City/Lomita Community of Schools","11.52073732718894"
2021-10-05,"Historic Central Avenue Community of Schools","10.164874260505398"
2021-10-05,"Hollywood Community of Schools","7.3919664109046286"
2021-10-05,"Huntington Park/Vernon Community of Schools","19.060878789385576"
2021-10-05,"Jefferson/South Central (West) Community of Schools","11.908731481922546"
2021-10-05,"Kennedy/NAHS/VAAS Community of Schools","13.788560091310909"
2021-10-05,"Kreatwn/PcoUnion Community of Schools","15.748196831462797"
2021-10-05,"LA Mid-City Community of Schools","13.573841698841699"
2021-10-05,"Lincoln Heights/El Sereno Community of Schools","8.754476721050537"
2021-10-05,"MacArthur Park Community of Schools","4.73611922390793"
2021-10-05,"Manual Arts/Vermont Square Community of Schools","13.452763982466564"
2021-10-05,"Monroe Community of Schools","5.5001466705778821"
2021-10-05,"North Hollywood/Valley Village Community of Schools","20.789300440040194"
2021-10-05,"Panorama City Community of Schools","10.799136069114471"
2021-10-05,"Reseda Community of Schools","18.106101756291871"
2021-10-05,"Rivera Community of Schools","15.371422099250847"
2021-10-05,"San Fernando Valley/Sylmar Community of Schools","12.525545520469379"
2021-10-05,"San Pedro Community of Schools","8.0127402570086428"
2021-10-05,"South Gate Community of Schools","12.024416638963354"
2021-10-05,"South Mid-City Community of Schools","8.4322956925022829"
2021-10-05,"Sun Valley Community of Schools","16.294606485253379"
2021-10-05,"Sunland/Tujunga Community of Schools","12.872332209149652"
2021-10-05,"Taft Community of Schools","5.5722723726735763"
2021-10-05,"Van Nuys/Valley Glen Community of Schools","8.9225964755743927"
2021-10-05,"Venice Community of Schools","8.7054931661878641"
2021-10-05,"West LA Community of Schools","2.1687739920622873"
2021-10-05,"Westchester Community of Schools","22.109830583423154"
2021-10-05,"Wilmington Community of Schools",9.6688421561518
2021-10-05,"District Wide","12.237570440722237"
2021-10-06,"Bell/Cudahy/Maywood Community of Schools","9.4031359458379367"
2021-10-06,"Boyle Heights Community of Schools","15.071438619054318"
2021-10-06,"Canoga Park/Chatsworth Community of Schools","18.826718879433692"
2021-10-06,"Carson Community of Schools","5.85280202897137"
2021-10-06,"Cleveland Community of Schools","22.738507167572912"
2021-10-06,"Downtown Community of Schools","7.6074553062000758"
2021-10-06,"Eagle Rock/Highland Park Community of Schools","7.6628352490421454"
2021-10-06,"East Los Angeles Community of Schools","9.8641217232620644"
2021-10-06,"Fairfax Community of Schools","16.556502247863573"
2021-10-06,"Fremont Community of Schools","16.921428168537425"
2021-10-06,"Gardena Community of Schools","7.2271741748976144"
2021-10-06,"Glassell Park/Los Feliz Community of Schools","11.734084314729476"
2021-10-06,"H.E.E.T. (W) Community of Schools","17.9949164361068"
2021-10-06,"Hamilton Community of Schools","2.7639961856852637"
2021-10-06,"Harbor City/Lomita Community of Schools","11.575581311223972"
2021-10-06,"Historic Central Avenue Community of Schools","7.15000715000715"
2021-10-06,"Hollywood Community of Schools","7.4119094561140839"
2021-10-06,"Huntington Park/Vernon Community of Schools","15.74959797078864"
2021-10-06,"Jefferson/South Central (West) Community of Schools","11.891879035806449"
2021-10-06,"Kennedy/NAHS/VAAS Community of Schools","11.50033350967178"
2021-10-06,"Kreatwn/PcoUnion Community of Schools","13.698774486559396"
2021-10-06,"LA Mid-City Community of Schools","12.068185246643536"
2021-10-06,"Lincoln Heights/El Sereno Community of Schools","7.0238420415967528"
2021-10-06,"MacArthur Park Community of Schools","4.7418834761167137"
2021-10-06,"Manual Arts/Vermont Square Community of Schools","10.12054695933789"
2021-10-06,"Monroe Community of Schools","7.3321174238605433"
2021-10-06,"North Hollywood/Valley Village Community of Schools","13.856172925038106"
2021-10-06,"Panorama City Community of Schools","7.7420953206775875"
2021-10-06,"Reseda Community of Schools","18.043846547109474"
2021-10-06,"Rivera Community of Schools","14.628675454707997"
2021-10-06,"San Fernando Valley/Sylmar Community of Schools","10.538587697516187"
2021-10-06,"San Pedro Community of Schools","11.026021410528847"
2021-10-06,"South Gate Community of Schools","10.627670202138289"
2021-10-06,"South Mid-City Community of Schools","5.63372346868354"
2021-10-06,"Sun Valley Community of Schools","10.931948619841487"
2021-10-06,"Sunland/Tujunga Community of Schools","12.879295244964196"
2021-10-06,"Taft Community of Schools","8.7715800805390547"
2021-10-06,"Van Nuys/Valley Glen Community of Schools","5.7557269483135718"
2021-10-06,"Venice Community of Schools","11.131725417439702"
2021-10-06,"West LA Community of Schools","3.2563743527955973"
2021-10-06,"Westchester Community of Schools","19.357336430507161"
2021-10-06,"Wilmington Community of Schools","7.3072707343807091"
2021-10-06,"District Wide","10.749292737236772"
2021-10-07,"Bell/Cudahy/Maywood Community of Schools","5.48516263507213"
2021-10-07,"Boyle Heights Community of Schools","14.066676044450697"
2021-10-07,"Canoga Park/Chatsworth Community of Schools","12.049100082837564"
2021-10-07,"Carson Community of Schools","3.9018680193142465"
2021-10-07,"Cleveland Community of Schools","19.77261492832427"
2021-10-07,"Downtown Community of Schools","4.3471173178286149"
2021-10-07,"Eagle Rock/Highland Park Community of Schools","4.3787629994526549"
2021-10-07,"East Los Angeles Community of Schools","9.0421115796568934"
2021-10-07,"Fairfax Community of Schools","8.91503967192654"
2021-10-07,"Fremont Community of Schools","11.280952112358282"
2021-10-07,"Gardena Community of Schools","6.0226451457480126"
2021-10-07,"Glassell Park/Los Feliz Community of Schools","9.6006144393241168"
2021-10-07,"H.E.E.T. (W) Community of Schools","13.496187327080099"
2021-10-07,"Hamilton Community of Schools","2.7639961856852637"
2021-10-07,"Harbor City/Lomita Community of Schools","8.68168598341798"
2021-10-07,"Historic Central Avenue Community of Schools","6.1285775571489856"
2021-10-07,"Hollywood Community of Schools","5.9295275648912673"
2021-10-07,"Huntington Park/Vernon Community of Schools","5.8024834629221314"
2021-10-07,"Jefferson/South Central (West) Community of Schools","7.135127421483868"
2021-10-07,"Kennedy/NAHS/VAAS Community of Schools","5.366822304513498"
2021-10-07,"Kreatwn/PcoUnion Community of Schools","10.53751883581492"
2021-10-07,"LA Mid-City Community of Schools","12.068185246643536"
2021-10-07,"Lincoln Heights/El Sereno Community of Schools","3.1217075740430014"
2021-10-07,"MacArthur Park Community of Schools","4.7418834761167137"
2021-10-07,"Manual Arts/Vermont Square Community of Schools","8.99604174163368"
2021-10-07,"Monroe Community of Schools","4.5825733899128389"
2021-10-07,"North Hollywood/Valley Village Community of Schools","12.124151309408342"
2021-10-07,"Panorama City Community of Schools","1.5484190641355176"
2021-10-07,"Reseda Community of Schools","15.036538789257898"
2021-10-07,"Rivera Community of Schools","9.7524503031386622"
2021-10-07,"San Fernando Valley/Sylmar Community of Schools","7.90394077313714"
2021-10-07,"San Pedro Community of Schools","7.0165590794274495"
2021-10-07,"South Gate Community of Schools","8.502136161710629"
2021-10-07,"South Mid-City Community of Schools","5.63372346868354"
2021-10-07,"Sun Valley Community of Schools","10.151095146995667"
2021-10-07,"Sunland/Tujunga Community of Schools","12.879295244964196"
2021-10-07,"Taft Community of Schools","6.3793309676647656"
2021-10-07,"Van Nuys/Valley Glen Community of Schools","3.1976260823964289"
2021-10-07,"Venice Community of Schools","9.89486703772418"
2021-10-07,"West LA Community of Schools","3.2563743527955973"
2021-10-07,"Westchester Community of Schools","2.7653337757867371"
2021-10-07,"Wilmington Community of Schools","7.3072707343807091"
2021-10-07,"District Wide","7.7327874256736688"
2021-10-08,"Achievement Network Community of Schools","10.212835491645901"
2021-10-08,"Bell/Cudahy/Maywood Community of Schools","11.751986085648474"
2021-10-08,"Boyle Heights Community of Schools","16.064902204907828"
2021-10-08,"Canoga Park/Chatsworth Community of Schools","19.590114526823388"
2021-10-08,"Carson Community of Schools","11.704005695949437"
2021-10-08,"Cleveland Community of Schools","20.758372543592582"
2021-10-08,"Downtown Community of Schools","8.6968810810223172"
2021-10-08,"Eagle Rock/Highland Park Community of Schools","10.946907498631637"
2021-10-08,"East Los Angeles Community of Schools","17.264199804339068"
2021-10-08,"Fairfax Community of Schools","10.183169766168964"
2021-10-08,"Fremont Community of Schools","20.945613907887633"
2021-10-08,"Gardena Community of Schools","8.4267295862475766"
2021-10-08,"Glassell Park/Los Feliz Community of Schools","13.885180240320427"
2021-10-08,"H.E.E.T. (C/D) Community of Schools","10.936431989063568"
2021-10-08,"H.E.E.T. (W) Community of Schools","22.465347201941004"
2021-10-08,"Hamilton Community of Schools","6.9180214458664819"
2021-10-08,"Harbor City/Lomita Community of Schools","15.905147484094853"
2021-10-08,"Historic Central Avenue Community of Schools","14.286734766769055"
2021-10-08,"Hollywood Community of Schools","11.860285832888573"
2021-10-08,"Huntington Park/Vernon Community of Schools","10.808653574338594"
2021-10-08,"Jefferson/South Central (West) Community of Schools","9.5079629189446155"
2021-10-08,"Kennedy/NAHS/VAAS Community of Schools","9.9867867129643866"
2021-10-08,"Kreatwn/PcoUnion Community of Schools","13.689686400876139"
2021-10-08,"LA Mid-City Community of Schools","15.070908625081005"
2021-10-08,"Lincoln Heights/El Sereno Community of Schools","13.279590051243593"
2021-10-08,"MacArthur Park Community of Schools","3.1616054632542405"
2021-10-08,"Manual Arts/Vermont Square Community of Schools","14.625475327948157"
2021-10-08,"Monroe Community of Schools","14.656712316218568"
2021-10-08,"North Hollywood/Valley Village Community of Schools","14.710590760018345"
2021-10-08,"Panorama City Community of Schools","4.6427410743302842"
2021-10-08,"Reseda Community of Schools","19.090488917468804"
2021-10-08,"Rivera Community of Schools","16.251310261889866"
2021-10-08,"San Fernando Valley/Sylmar Community of Schools","10.535673130741118"
2021-10-08,"San Pedro Community of Schools","12.046136703574691"
2021-10-08,"South Gate Community of Schools","15.584157995027237"
2021-10-08,"South Mid-City Community of Schools","15.479004840706967"
2021-10-08,"Sun Valley Community of Schools","14.841894763154604"
2021-10-08,"Sunland/Tujunga Community of Schools","18.011527377521613"
2021-10-08,"Taft Community of Schools","9.5668603955896767"
2021-10-08,"Van Nuys/Valley Glen Community of Schools","7.0322588894145328"
2021-10-08,"Venice Community of Schools","16.199780679892335"
2021-10-08,"West LA Community of Schools","4.3398539639141145"
2021-10-08,"Westchester Community of Schools","22.148394241417495"
2021-10-08,"Wilmington Community of Schools","14.612050070624909"
2021-10-08,"District Wide","13.194299104942811"
2021-10-09,"Achievement Network Community of Schools","10.214295928581643"
2021-10-09,"Bell/Cudahy/Maywood Community of Schools","11.752630630489458"
2021-10-09,"Boyle Heights Community of Schools","16.064902204907828"
2021-10-09,"Canoga Park/Chatsworth Community of Schools","19.592181212605308"
2021-10-09,"Carson Community of Schools","11.704005695949437"
2021-10-09,"Cleveland Community of Schools","18.782684342161193"
2021-10-09,"Downtown Community of Schools","8.6962193186512167"
2021-10-09,"Eagle Rock/Highland Park Community of Schools","9.8529717657620175"
2021-10-09,"East Los Angeles Community of Schools","17.264199804339068"
2021-10-09,"Fairfax Community of Schools","8.9094796863863159"
2021-10-09,"Fremont Community of Schools","20.945613907887633"
2021-10-09,"Gardena Community of Schools","8.4260195483653515"
2021-10-09,"Glassell Park/Los Feliz Community of Schools","13.88621846226153"
2021-10-09,"H.E.E.T. (C/D) Community of Schools","10.936431989063568"
2021-10-09,"H.E.E.T. (W) Community of Schools","20.215633423180595"
2021-10-09,"Hamilton Community of Schools","6.9173514844636284"
2021-10-09,"Harbor City/Lomita Community of Schools","15.905147484094853"
2021-10-09,"Historic Central Avenue Community of Schools","15.307215821538273"
